,FIPS,Real Values,Test Values
554,47165,18.17,15.805888379224251
555,47167,16.24,15.805888379224251
556,47187,13.38,15.805888379224251
557,47189,13.51,15.805888379224251
558,48027,4.78,15.888773836649873
559,48029,5.14,15.888773836649873
560,48039,5.67,15.805888379224251
561,48085,3.58,15.805888379224251
562,48113,5.84,15.805888379224251
563,48121,3.03,15.805888379224251
564,48135,6.78,15.805888379224251
565,48141,5.59,16.66429034102593
566,48157,3.05,15.805888379224251
567,48167,8.88,15.805888379224251
568,48201,6.21,15.805888379224251
569,48215,1.27,14.113511733397479
570,48245,4.71,15.027363719022723
571,48303,6.51,15.930442078456814
572,48309,3.93,16.2914021826918
573,48339,7.45,15.805888379224251
574,48355,7.18,15.888773836649873
575,48439,4.22,15.805888379224251
576,48453,7.93,15.805888379224251
577,48479,5.07,16.66429034102593
578,48491,3.53,15.805888379224251
579,49005,8.66,15.805888379224251
580,49011,9.67,15.805888379224251
581,49035,14.32,15.805888379224251
582,49045,18.6,15.805888379224251
583,49049,11.73,15.805888379224251
584,49053,12.81,15.845968579422557
585,49057,14.82,15.805888379224251
586,50003,36.49,15.930442078456814
587,50007,6.68,15.805888379224251
588,50011,22.26,15.805888379224251
589,50021,30.68,15.930442078456814
590,50023,20.64,15.805888379224251
591,50025,53.79,15.888773836649873
592,50027,28.94,15.845968579422557
593,51033,35.75,15.805888379224251
594,51041,24.1,15.805888379224251
595,51047,25.07,15.805888379224251
596,51059,6.78,15.805888379224251
597,51061,21.22,15.805888379224251
598,51067,26.69,15.888773836649873
599,51069,18.11,15.805888379224251
600,51085,18.65,15.805888379224251
601,51087,16.7,15.805888379224251
602,51089,21.59,25.072622273470945
603,51107,5.41,15.805888379224251
604,51117,32.63,16.66429034102593
605,51137,32.75,15.805888379224251
606,51143,16.41,16.66429034102593
607,51153,10.47,15.805888379224251
608,51161,15.95,15.805888379224251
609,51177,23.09,15.805888379224251
610,51179,13.34,15.805888379224251
611,51187,35.0,15.805888379224251
612,51550,12.78,15.805888379224251
613,51570,56.08,15.845968579422557
614,51630,37.74,15.845968579422557
615,51650,17.12,15.888773836649873
616,51670,57.53,16.66429034102593
617,51700,19.59,15.930442078456814
618,51710,15.98,16.342085495060772
619,51740,26.42,16.61089660805075
620,51760,31.03,16.342085495060772
621,51770,47.04,16.66429034102593
622,51810,11.55,15.805888379224251
623,53005,7.93,15.805888379224251
624,53009,13.03,13.89284235827797
625,53011,7.68,15.805888379224251
626,53015,9.18,15.845968579422557
627,53033,11.19,15.805888379224251
628,53035,5.19,15.805888379224251
629,53053,10.1,15.805888379224251
630,53057,13.26,15.805888379224251
631,53061,15.95,15.805888379224251
632,53063,6.41,15.805888379224251
633,53067,8.73,15.805888379224251
634,53077,10.74,14.615136454312118
635,54003,50.37,15.805888379224251
636,54005,82.0,25.58538220079636
637,54011,114.78,16.852449303869225
638,54019,41.84,24.476177301401663
639,54027,55.68,16.66429034102593
640,54033,20.72,16.49654504567911
641,54037,38.72,15.805888379224251
642,54039,47.1,16.66429034102593
643,54045,49.07,29.62220153169511
644,54047,60.36,30.610485654565625
645,54053,44.91,12.52106208849824
646,54055,45.66,24.559777863993606
647,54061,18.79,15.930442078456814
648,54069,40.71,16.342085495060772
649,54079,33.52,15.805888379224251
650,54081,60.6,16.66429034102593
651,54099,60.08,16.911410765793644
652,54107,27.31,16.61089660805075
653,55001,49.14,16.66429034102593
654,55009,6.83,15.805888379224251
655,55021,20.92,15.805888379224251
656,55025,15.67,15.805888379224251
657,55027,23.91,15.805888379224251
658,55039,9.7,15.805888379224251
659,55055,11.75,15.805888379224251
660,55059,18.9,15.805888379224251
661,55063,15.22,15.805888379224251
662,55079,29.95,16.11163676168601
663,55101,10.68,15.805888379224251
664,55105,22.68,15.845968579422557
665,55111,20.23,15.845968579422557
666,55117,10.39,15.805888379224251
667,55127,15.43,15.805888379224251
668,55131,14.74,15.805888379224251
669,55133,12.9,15.805888379224251
670,55139,10.53,15.845968579422557
