Actual,Predicted,FIPS
12.79,9.443042092994725,20103
5.14,10.87105897652007,20173
23.3,11.79249494810745,21015
21.98,13.71458654265125,21037
14.25,10.967178175990677,21059
13.94,8.57858850319615,21067
43.9,49.758632041569534,21071
25.73,19.049853947368423,21107
14.14,10.019452711188507,21111
23.91,10.149390241629716,21117
20.51,45.18822648430002,21195
6.06,9.742861650114591,22033
15.18,11.998319474789916,22051
11.88,15.270984294871795,22071
21.46,11.61802818341789,22103
9.81,7.538647863247863,23005
13.21,11.663337150349651,23011
9.13,9.950033360888337,23019
10.03,8.320816230480046,23031
3.96,8.86373259772726,24003
4.62,8.19942528485876,24005
6.02,7.689949521475256,24025
1.57,4.515579594212268,24031
1.46,6.09351035050261,24033
6.69,14.392718910256411,24043
5.79,6.84356347525024,24510
18.14,8.601556068785017,25001
13.89,9.4659465007215,25003
19.9,12.05413917727697,25005
13.64,8.933037987459738,25009
14.12,9.269924501109486,25013
16.92,7.783117307692308,25015
9.02,4.346783404127842,25017
10.9,5.984039406207827,25021
15.74,7.498407936507936,25023
13.63,6.691301495726495,25025
12.61,7.588315130724969,25027
13.84,9.957261351909185,26045
9.87,13.163556961268345,26049
13.46,9.645545824706694,26065
10.91,10.55327343366778,26077
8.53,11.777321959228136,26081
11.39,8.986165563113357,26093
15.09,13.745629315732577,26099
18.62,10.475861842105264,26115
16.96,11.79562310233626,26121
1.79,8.114334506721349,26125
5.13,6.5261887511001575,26139
11.22,12.87154153256164,26147
11.57,6.965757516245364,26161
14.08,14.287527480536891,26163
9.42,6.536760605804496,27003
5.63,7.201041841235731,27037
7.92,7.712570221339459,27053
5.13,7.130604142426202,27123
8.48,11.756821109106378,27137
6.81,10.198885651629073,28121
7.81,12.903224007936506,29047
13.75,11.746141832290517,29071
7.4,13.982187874560939,29077
9.71,9.921022242695011,29095
23.04,12.58397450980392,29099
9.64,8.34566115541828,29183
22.65,54.89201177650366,29187
14.38,7.3437058393532855,29189
26.69,14.770992986425341,29510
15.04,8.394069745352686,30029
8.94,10.264415029088557,30063
2.98,7.223082038308195,31055
3.7,6.467341603977291,31109
14.15,9.581040952257684,32003
14.76,13.158632085996791,32031
15.66,10.657103174603176,33005
11.88,6.8704811928971425,33011
12.94,7.917528945705996,33013
10.7,7.8064360068181715,33015
12.84,12.343783836996337,33017
13.05,8.711163570799908,34001
6.7,4.361747720367157,34003
2.22,9.052142615227911,34005
27.11,15.111068379281534,34009
10.17,7.2593734067789795,34011
9.37,6.035765703594651,34013
3.45,9.017550990444024,34015
7.27,5.830117985523248,34017
9.18,8.6695382931482,34021
8.08,5.2241222588556955,34023
10.01,7.036958168642951,34025
5.41,4.712523183955857,34027
9.6,6.8802797534400515,34029
9.49,6.1942237933635,34031
7.56,4.3468629275456,34035
8.9,7.857586180908465,34037
6.93,6.183663804397357,34039
15.43,8.755341415284061,35001
9.84,7.845917841333858,35013
62.39,12.784501396506542,35039
9.52,6.731142966102524,35043
8.7,7.298473408560748,35045
22.38,11.98068523954116,35049
19.66,8.964794134549026,35061
4.24,7.809145194292292,36001
7.89,5.940260206460206,36005
11.14,9.96672043956044,36007
13.84,5.473984161993837,36011
8.27,10.801451958247068,36013
18.19,8.610417464561582,36027
10.11,9.67042600137221,36029
8.37,5.602622219034834,36045
5.17,3.984227310434663,36047
8.54,6.097937546522106,36055
9.84,4.712523183955857,36059
6.09,6.123934530897379,36061
12.14,10.134453389176183,36063
7.28,11.194958246577984,36065
10.03,6.402251212023271,36067
9.17,8.486986067359714,36069
12.51,8.017523704958611,36071
14.86,5.319830086580085,36075
12.04,4.3468629275456,36079
5.53,4.278954984231455,36081
12.91,7.218962582090251,36085
7.79,4.744406794186205,36087
8.93,5.2452080415456575,36089
14.27,6.474565582715806,36103
23.48,10.546315334713595,36105
7.74,4.417698279693452,36119
6.48,11.895598595848595,37001
22.55,10.995483558108559,37019
5.65,13.311564059405509,37021
25.6,19.762014939176428,37023
11.75,12.939893065268066,37025
12.27,21.439423558897246,37035
12.44,18.482042925057403,37049
6.14,9.275927970810802,37051
16.52,10.734351958247068,37057
6.59,6.00617988770002,37063
7.75,10.992403357753357,37067
17.19,17.65569192702722,37071
3.36,9.449271842650102,37081
16.43,13.830487136328586,37089
9.12,12.448165412486066,37097
6.74,9.354114560458049,37101
17.56,10.165059586247086,37109
4.64,6.338312122599623,37119
14.07,9.142364124796773,37129
8.1,8.426705065718593,37133
6.89,9.951692710747855,37147
13.33,8.883452433375805,37151
8.9,27.229054726709894,37155
10.84,9.585794577644577,37159
7.52,6.769790151094176,37179
4.82,9.229399612156849,37183
27.53,19.63941102446029,37193
11.4,10.270067862813141,39003
11.02,9.031997575130184,39007
27.11,8.83440558950853,39015
25.05,13.314278144078145,39017
19.83,11.623022038892481,39023
28.97,12.804598358585855,39025
17.42,8.630196278697149,39035
7.03,6.19616719924812,39041
9.4,8.827183799052687,39045
12.37,11.2378980321833,39049
11.71,8.275160934898434,39055
7.97,8.923654851684265,39057
24.24,8.696541190476188,39061
22.08,13.033489578558695,39077
16.1,10.159563331113329,39085
10.69,9.045495214206085,39089
20.47,16.249667741028034,39093
11.69,15.884944606782105,39095
16.25,15.496229777167276,39099
25.79,10.270067862813141,39101
8.0,7.70636997602071,39103
15.86,12.996181581572023,39113
7.93,5.935193838763576,39133
18.89,9.824071595724536,39139
17.97,14.60129204822955,39141
12.8,19.040306460607233,39145
10.65,9.857564948570522,39151
10.15,8.840613520017994,39153
14.53,13.72506480880231,39155
8.67,7.2579843942821896,39165
10.31,11.614202404295051,40017
26.81,24.169529057784324,40019
11.51,11.522687316849817,40027
17.03,18.516717752384913,40037
19.91,12.470918966997914,40101
12.84,11.531547857624831,40109
33.97,17.383336866592014,40135
14.94,16.367051254409205,40143
18.49,10.905259173574965,40145
8.24,8.790047507080983,41005
7.23,12.090898821195145,41017
8.15,14.065563471250972,41029
10.11,16.82501659035409,41039
8.42,13.372557158119658,41043
11.62,5.473690969410706,41051
2.88,8.695872376600008,41067
17.46,13.46592385620915,42003
19.4,11.236207141980826,42007
7.01,6.324422722277722,42011
4.31,8.558593686868686,42017
17.25,6.9492118215676655,42019
7.75,9.991296206269578,42043
3.03,6.33913904368765,42045
8.21,11.050791543616565,42049
22.96,11.829080303030302,42051
16.83,13.41683248184564,42069
3.4,6.460590460691698,42071
20.15,12.144118697968697,42073
3.66,7.001085914820474,42077
3.44,12.277595605243345,42079
13.76,12.882649134199136,42089
11.57,7.542979158983343,42091
6.67,7.448971338383838,42095
1.74,13.048119197251548,42101
7.49,11.405935185477352,42107
18.73,9.38027264957265,42125
4.14,10.6099625,42129
4.56,6.359887252586595,42133
25.45,11.057843331668332,44003
16.99,8.094845144857723,44005
18.14,8.379013946053947,44007
12.67,7.653658166892372,44009
14.01,11.067899613792004,45003
5.15,5.904893766613504,45015
4.83,11.58926578580649,45019
8.43,13.702057649149097,45045
14.66,19.364574749373435,45073
17.52,14.335629960317458,45077
3.51,8.386626415284061,45079
5.5,13.450432158119659,45083
29.12,18.798692667744156,47001
61.39,19.512878481170247,47005
11.99,9.768390363466457,47009
11.78,16.404804875825924,47011
27.34,50.97569648260237,47013
25.32,10.876752073906484,47021
14.27,11.202553159340658,47037
19.89,19.140545697247067,47043
10.04,11.369014451192083,47065
49.93,24.947423699185645,47071
16.42,11.447094293206796,47093
10.86,11.075890563276593,47125
16.32,19.22728528400401,47141
26.39,21.544977903341895,47145
12.1,9.895136351909184,47149
9.47,9.293425037160905,47157
6.51,11.972983333333334,47165
5.53,5.973553554559476,47187
13.94,10.831533286647993,47189
3.67,9.937974008618584,48027
5.28,5.776109419381788,48029
6.36,7.034626779331779,48039
3.04,6.260539238283128,48085
4.92,6.646928595673333,48113
3.16,8.171429942023831,48121
3.26,6.255337246087246,48141
1.69,3.9217659078985805,48157
8.8,8.327997780977194,48167
5.21,5.84787845912859,48201
5.94,7.149021276871278,48245
5.18,10.684799119997649,48303
2.8,8.00684206690875,48339
11.36,11.436293790810637,48355
5.09,10.41361361897906,48423
2.62,8.374668312817999,48439
3.48,7.5784071144541745,48453
7.24,6.086304145854146,48479
8.55,6.467341603977291,49005
6.21,6.240924300443191,49011
12.78,9.995847597326046,49035
18.1,11.256593162393163,49045
9.24,7.292641876657825,49049
14.88,11.158798441427853,49053
8.39,12.340527976190476,49057
8.15,5.417357545086493,50007
16.5,10.605152608094519,50021
8.24,8.30513483616057,51041
24.74,8.039159794389477,51047
3.18,4.3468629275456,51059
14.76,8.158160555854446,51069
9.87,9.027852996038103,51085
7.22,6.82382763502837,51087
4.86,4.3468629275456,51107
28.83,13.470716865079364,51137
5.24,4.881239850622523,51153
10.21,7.117312778794902,51177
8.04,5.973553554559476,51179
24.64,56.87255979020979,51195
6.72,3.5561056514883242,51510
10.84,8.087218008105586,51550
7.32,10.891227639942619,51650
8.24,9.044097676393095,51700
10.97,9.79534619100706,51710
10.39,16.82501659035409,51740
11.68,11.003241341508732,51760
18.28,18.374285281951163,51770
9.59,7.9889496406371405,51810
7.05,9.885844046742731,53005
17.98,12.320365735653237,53009
8.56,6.551023203675409,53011
16.69,11.498799150792,53015
9.78,8.167052452558533,53033
5.91,6.480155767865606,53035
9.76,6.885301180033418,53053
13.46,10.235872357978279,53057
12.2,7.915854238833921,53061
6.05,10.418914675700602,53063
9.15,7.567172649572649,53067
5.33,7.497258446029822,53073
34.96,15.595983012820515,54003
74.31,24.84828197915489,54005
44.27,18.910590362835187,54011
43.86,20.09761809516736,54019
33.01,19.992196915765394,54029
23.2,21.357804511278196,54033
27.24,7.48722642045347,54037
25.62,22.101001085718245,54039
44.46,45.18822648430002,54045
76.64,69.7490734113109,54047
33.88,23.119827618100125,54055
46.33,60.74433218883986,54059
17.65,10.063135651629073,54079
41.86,18.083138238839727,54081
36.2,9.304024457185326,54099
13.86,16.59627487950646,54107
56.48,62.59652346477052,54109
13.73,7.468328318144614,55025
19.67,7.488910142390289,55059
18.41,9.928818004238114,55079
5.54,7.505799553864608,55087
15.89,12.777538116050616,55101
15.55,9.722488520017993,55105
13.6,7.080776241083479,55127
15.07,7.689949521475256,55131
8.89,7.292954779711943,55133
6.49,6.153001180033417,55139
