Actual,Predicted,FIPS
8.49,12.670360464462437,1073
4.83,12.194296965140122,1097
11.3,7.042299757828943,2020
7.72,9.824965745341615,4003
5.11,8.679512957893946,4013
22.66,19.527108419206066,4015
15.15,9.420391935817806,4019
6.93,5.748681672427496,4021
4.65,13.857751963314465,4025
6.13,10.99326823152338,5119
2.79,4.658256701631701,6001
4.5,11.829080303030302,6007
3.93,6.033307736123526,6013
5.23,7.695373769367886,6019
14.87,14.907999496336995,6023
6.23,9.394704405810907,6025
4.63,7.717464743589742,6029
29.75,24.28536335435806,6033
2.93,5.305187370549986,6037
7.87,8.203835212749066,6039
12.62,14.533463782051282,6045
6.46,7.947696587799719,6047
6.3,6.362608418869573,6053
7.64,6.522124402790192,6059
3.54,7.884122272172272,6061
5.63,6.300898803827751,6065
6.77,6.152898447385947,6067
2.68,6.342785238927739,6071
8.0,7.708983626912302,6073
8.96,4.9454329836829825,6075
9.09,6.414447527519779,6077
7.6,8.969752909328372,6079
2.68,3.712490266872939,6081
3.9,6.481111666909726,6083
2.52,3.5561056514883242,6085
10.02,5.673159348260436,6087
11.73,13.1903675412307,6089
2.59,8.933766618675442,6095
2.42,7.1684728618827,6097
3.43,9.214326002258613,6099
3.96,15.089948717948719,6107
7.62,7.502439123312189,6111
10.66,6.097890603375737,8001
3.29,7.049787314693314,8005
12.58,7.823159964929202,8013
11.55,6.662611996336996,8031
5.56,5.242150203994642,8035
7.18,8.128046325093035,8041
7.97,7.505587238874817,8059
7.6,7.538647863247863,8069
19.2,12.805727294203383,8101
5.56,5.81624628879892,8123
8.62,5.85325218056797,9001
12.58,6.228396327826762,9003
14.98,7.842759376244672,9005
11.48,8.179393376966171,9007
13.45,7.088357539682539,9009
17.87,7.769749230374889,9011
6.61,7.214264145414717,9013
9.35,11.074187662337662,9015
16.53,14.829596367521367,10001
9.28,7.3145263521737975,10003
12.1,11.030861546907198,10005
8.35,5.7918533905465015,11001
8.0,12.280477451641925,12005
3.81,9.241375672637474,12009
5.38,6.025801664169164,12011
10.69,13.36780669191919,12019
7.66,5.9155054242979235,12021
9.82,9.950033360888337,12031
4.25,12.670360464462437,12033
8.03,13.659192660199277,12053
8.52,7.121519598912028,12057
6.5,9.95764352130326,12071
4.26,9.807842628712576,12073
15.78,11.92519435723506,12081
3.85,7.819576519994167,12083
6.61,7.745829715007216,12085
2.52,6.086304145854146,12086
7.43,6.773729694472195,12095
8.04,8.787902395913266,12097
5.83,5.907082314907315,12099
8.41,9.926745167006196,12101
5.92,10.607519514734491,12103
2.73,9.616697259383127,12105
6.68,9.234704627795576,12109
4.18,7.385508667833548,12111
6.21,13.859654452448996,12113
12.29,14.384659867560924,12115
9.17,5.423812909678041,12117
13.78,10.756409087301588,12127
8.9,12.568846504884005,13045
5.03,10.124411360378751,13051
8.0,7.164814054410501,13057
4.16,5.847784798534798,13063
2.37,6.911681765422324,13067
2.52,6.630300174825175,13089
5.63,5.786596681749623,13117
6.81,6.629785827407886,13121
4.42,7.601188221732687,13135
5.86,11.955232142857142,13139
4.74,9.79060579112916,13151
7.49,5.352499871527644,13223
15.16,14.891534860482656,13297
4.78,4.811897852964029,15003
8.64,10.507076638566113,16001
6.34,8.566581009155662,17019
9.12,6.5540118574408055,17031
6.01,5.961620539347582,17043
4.2,5.678050918122126,17089
13.38,9.467521469713859,17091
6.26,7.430164134558252,17097
17.83,12.682346416600826,17099
5.86,8.833779087286981,17111
13.1,12.718007645008072,17119
10.61,10.378430146510286,17143
8.62,10.285196802569413,17163
7.03,15.38312881606411,17167
7.03,8.325993822190883,17197
19.95,10.807149491341992,17201
11.51,13.524845833333334,18019
9.36,17.1734476196135,18035
7.94,10.116149839212701,18089
9.96,12.463215959479117,18095
6.46,9.646852391589892,18097
14.41,10.016619429181931,18127
8.25,10.192060191197692,18141
7.4,7.832251557816109,19113
8.41,11.002492063492063,19153
19.37,10.519929615705932,19163
6.53,8.86373259772726,20091
