,FIPS,Poverty Rate,Income,Unemployment Rate,Prescription Rate,Death Rate,Strata
104,47021,11.1,58555.0,4.0,107.0,32.6,5.0
105,47031,14.3,47884.0,4.7,169.5,21.95,5.0
106,47037,15.1,54666.0,3.6,85.2,25.57,5.0
107,47043,13.5,52144.0,4.3,138.8,32.59,5.0
108,47059,17.0,40855.0,5.4,124.3,18.95,5.0
109,47063,18.5,42047.0,5.1,163.2,29.79,5.0
110,47065,13.5,48690.0,4.6,123.0,14.82,5.0
111,47073,19.2,38958.0,5.4,89.0,30.05,5.0
112,47093,14.8,52174.0,4.0,97.6,31.79,5.0
113,47117,13.2,50014.0,4.6,145.2,31.33,5.0
114,47119,11.5,51202.0,4.0,134.9,16.67,5.0
115,47125,12.9,55351.0,5.1,87.0,7.15,5.0
116,47141,19.2,40479.0,4.9,139.6,13.17,5.0
117,47145,14.2,47088.0,5.5,147.0,39.72,5.0
118,47149,10.3,61232.0,3.7,94.8,14.27,5.0
119,47155,15.1,45251.0,4.9,114.9,17.59,5.0
120,47157,20.8,47639.0,5.3,73.6,15.3,5.0
121,47163,16.4,43211.0,5.2,165.0,22.34,5.0
122,47165,9.7,61134.0,3.9,90.9,11.66,5.0
123,47167,16.1,54748.0,5.7,112.2,26.1,5.0
124,47179,14.8,46316.0,4.8,108.5,22.76,5.0
125,47187,5.2,107942.0,3.4,57.6,8.22,5.0
126,47189,8.1,70955.0,3.8,91.4,19.58,5.0
127,48029,16.3,53170.0,3.7,54.6,5.86,5.0
128,48039,9.9,74510.0,5.2,62.3,3.67,5.0
129,48085,6.3,90382.0,3.5,56.2,4.79,5.0
130,48113,16.3,54429.0,4.0,50.6,6.25,5.0
131,48121,8.2,80841.0,3.4,59.2,4.22,5.0
132,48141,22.7,42048.0,4.9,37.5,6.09,5.0
133,48157,8.3,90972.0,5.0,39.2,4.32,5.0
134,48167,12.9,64155.0,5.3,75.4,7.29,5.0
135,48201,16.6,56415.0,5.3,46.2,5.62,5.0
136,48245,20.1,46198.0,7.0,85.5,4.71,5.0
137,48303,18.9,48587.0,3.4,84.2,6.27,5.0
138,48339,10.9,72506.0,4.9,60.6,7.01,5.0
139,48355,15.1,53562.0,5.6,80.2,7.47,5.0
140,48367,9.3,67735.0,4.1,73.3,7.73,5.0
141,48439,13.6,61553.0,4.0,66.7,4.71,5.0
142,48453,12.2,70068.0,3.2,51.2,7.92,5.0
143,48479,31.8,36718.0,4.9,27.2,6.64,5.0
144,48491,5.8,82370.0,3.4,62.2,3.97,5.0
145,49007,15.2,49743.0,5.9,176.0,49.02,5.0
146,49011,6.3,77095.0,3.2,66.7,10.81,5.0
147,49035,9.4,68404.0,3.2,70.5,14.45,5.0
148,49049,11.4,69568.0,3.1,58.7,11.31,5.0
149,49053,12.5,54876.0,3.7,89.0,9.98,5.0
150,49057,10.8,62768.0,3.8,83.2,16.97,5.0
151,50007,9.6,67833.0,2.5,48.7,14.24,5.0
152,50021,13.3,50569.0,3.8,79.8,20.23,5.0
153,50027,10.0,58123.0,2.9,41.7,19.82,5.0
154,51013,7.5,108635.0,2.6,24.4,9.13,5.0
155,51033,9.9,55423.0,4.5,35.3,33.14,5.0
156,51041,7.0,76260.0,3.9,67.8,18.58,5.0
157,51047,9.8,67023.0,3.9,65.5,23.96,5.0
158,51059,6.0,115518.0,3.3,29.7,7.29,5.0
159,51061,5.8,91372.0,3.5,72.2,33.3,5.0
160,51067,13.2,52424.0,4.3,80.1,19.62,5.0
161,51069,6.8,69346.0,3.5,58.2,21.32,5.0
162,51073,9.4,64296.0,3.7,107.5,29.56,5.0
163,51087,9.2,66524.0,3.9,68.2,16.23,5.0
164,51107,3.5,134609.0,3.2,36.8,6.74,5.0
165,51137,9.2,64656.0,4.1,91.0,36.59,5.0
166,51153,7.4,97549.0,3.7,38.5,10.32,5.0
167,51161,7.4,62306.0,3.6,84.4,15.95,5.0
168,51177,7.4,81065.0,4.1,66.4,21.97,5.0
169,51179,5.7,97607.0,4.0,49.1,16.62,5.0
170,51195,23.5,33810.0,8.6,194.5,33.14,5.0
171,51510,10.5,87822.0,2.9,33.0,6.42,5.0
172,51550,8.6,71998.0,4.3,65.5,16.39,5.0
173,51650,16.4,50294.0,5.8,76.8,18.46,5.0
174,51700,14.7,50149.0,5.2,62.8,18.15,5.0
175,51710,21.3,45809.0,5.3,64.8,24.07,5.0
176,51730,25.2,34238.0,7.9,152.2,34.5,5.0
177,51740,18.2,46617.0,6.2,102.4,27.3,5.0
178,51760,26.2,42336.0,4.7,53.2,26.89,5.0
179,51770,22.3,38238.0,4.3,102.1,10.03,5.0
180,51810,8.3,70596.0,4.0,61.0,15.91,5.0
181,51840,15.0,46093.0,4.0,175.0,39.98,5.0
182,53005,10.5,63474.0,6.3,102.4,9.81,5.0
183,53009,15.3,49502.0,7.6,119.7,18.77,5.0
184,53011,9.0,68937.0,6.0,60.3,8.99,5.0
185,53015,16.3,51772.0,7.1,89.4,13.31,5.0
186,53027,15.2,48210.0,8.3,113.0,13.96,5.0
187,53033,9.3,85907.0,3.9,47.4,9.77,5.0
188,53035,10.1,68706.0,5.5,61.9,7.93,5.0
189,53053,12.1,64312.0,6.0,65.2,11.03,5.0
190,53057,11.3,60442.0,6.5,80.7,10.51,5.0
191,53061,8.0,78582.0,4.3,70.6,11.81,5.0
192,53063,13.3,52933.0,6.1,83.7,11.42,5.0
193,53067,10.4,65684.0,5.6,63.1,4.36,5.0
194,53073,15.2,56636.0,5.8,71.2,4.61,5.0
195,53077,18.2,48232.0,7.5,68.0,5.61,5.0
196,54003,12.9,56966.0,4.0,90.2,66.06,5.0
197,54011,21.9,39462.0,4.8,122.3,89.6,5.0
198,54027,15.7,45172.0,4.4,69.2,51.5,5.0
199,54029,13.2,44889.0,7.0,143.9,33.8,5.0
200,54033,14.6,46548.0,5.8,102.9,24.85,5.0
201,54037,10.1,71315.0,3.4,88.4,51.45,5.0
202,54039,16.8,44956.0,5.5,111.2,46.71,5.0
203,54043,24.2,32477.0,8.5,53.3,56.52,5.0
204,54045,24.4,35667.0,10.2,194.3,38.58,5.0
205,54053,17.9,42187.0,7.1,81.5,55.92,5.0
206,54055,20.2,36871.0,6.7,119.3,56.23,5.0
207,54057,15.6,45437.0,6.0,101.4,40.13,5.0
208,54059,28.2,30638.0,12.6,96.5,77.09,5.0
209,54061,18.5,49725.0,4.3,59.1,24.85,5.0
210,54067,21.4,37359.0,8.8,134.8,39.51,5.0
211,54079,10.8,56789.0,4.9,95.5,26.34,5.0
212,54081,17.4,42282.0,7.0,104.6,45.69,5.0
213,54099,21.5,40881.0,6.6,67.5,83.89,5.0
214,54107,17.2,46737.0,5.7,109.4,46.71,5.0
215,54109,23.9,36018.0,10.2,143.6,55.14,5.0
216,55009,9.8,58449.0,3.6,65.2,7.68,5.0
217,55021,8.2,62036.0,3.6,93.2,28.11,5.0
218,55025,10.9,70815.0,2.9,53.1,16.94,5.0
219,55027,9.8,56949.0,3.6,41.6,21.57,5.0
220,55039,7.7,58920.0,3.5,51.5,10.77,5.0
221,55055,9.3,60744.0,3.9,63.6,11.82,5.0
222,55059,13.0,59622.0,4.7,64.0,20.81,5.0
223,55063,13.3,55151.0,3.6,63.0,15.24,5.0
224,55073,10.4,56223.0,3.6,49.9,8.11,5.0
225,55079,19.8,47666.0,5.0,76.8,29.95,5.0
226,55087,8.0,61764.0,3.5,57.6,6.5,5.0
227,55101,13.6,56246.0,4.9,78.4,9.74,5.0
228,55105,12.9,51573.0,4.4,78.2,22.89,5.0
229,55111,10.1,57647.0,3.6,66.8,18.76,5.0
230,55117,7.1,55594.0,3.4,67.0,13.0,5.0
231,55127,11.2,58904.0,4.0,63.0,15.54,5.0
232,55131,5.6,74631.0,3.3,65.7,15.64,5.0
233,55133,5.2,82080.0,3.4,68.3,12.55,5.0
234,55139,11.7,57003.0,3.6,54.9,11.77,5.0
235,1003,10.1,56607.0,4.1,106.7,9.88,5.0
236,1043,13.8,45925.0,3.8,141.1,13.29,5.0
237,1049,19.5,39906.0,4.5,103.2,15.36,5.0
238,1055,18.1,41791.0,4.6,130.5,26.28,5.0
239,1073,16.7,50731.0,4.3,104.2,24.42,5.0
240,1089,12.8,62750.0,3.9,100.5,4.99,5.0
241,1097,19.7,45615.0,5.2,118.4,3.38,5.0
242,1115,13.5,52755.0,4.0,105.0,14.74,5.0
243,1117,7.4,74098.0,3.2,89.6,12.64,5.0
244,1125,15.9,51644.0,4.2,99.9,5.77,5.0
245,2020,9.6,78579.0,5.8,59.4,16.99,5.0
246,2170,11.3,72296.0,8.2,69.3,14.08,5.0
247,4003,16.1,48966.0,5.6,69.0,12.83,5.0
248,4005,18.4,54399.0,5.5,42.4,7.1,5.0
249,4013,13.5,62221.0,4.2,59.2,13.7,5.0
250,4015,17.3,42210.0,5.9,111.8,9.65,5.0
251,4019,16.6,51392.0,4.5,65.4,16.43,5.0
252,4021,13.0,53114.0,5.0,50.1,7.67,5.0
253,4025,13.9,49860.0,4.5,87.2,9.2,5.0
254,5007,9.1,64728.0,3.0,79.4,4.88,5.0
255,5051,15.9,44662.0,4.0,157.8,17.23,5.0
256,5119,15.0,52361.0,3.4,98.3,7.36,5.0
257,5125,7.9,61384.0,3.0,92.7,9.22,5.0
258,6001,9.3,95550.0,3.7,26.4,2.22,5.0
259,6007,18.1,48634.0,5.8,106.7,6.54,5.0
260,6013,9.1,95062.0,3.8,36.2,4.53,5.0
261,6019,21.1,51452.0,8.5,52.8,4.65,5.0
262,6023,19.7,46123.0,4.2,77.8,19.74,5.0
263,6029,21.2,49904.0,9.2,54.9,8.29,5.0
264,6033,20.2,45797.0,5.8,90.0,20.23,5.0
265,6037,14.9,64912.0,4.8,29.8,4.4,5.0
266,6041,7.9,112735.0,2.9,32.4,5.75,5.0
267,6045,16.3,50453.0,4.5,89.7,19.31,5.0
268,6047,23.0,48036.0,9.4,56.6,4.4,5.0
269,6059,11.5,86031.0,3.5,37.0,7.84,5.0
270,6061,7.8,81366.0,3.9,56.5,4.66,5.0
271,6065,12.9,63776.0,5.2,44.8,5.69,5.0
272,6067,14.1,62959.0,4.7,44.3,3.66,5.0
273,6071,16.0,60270.0,4.9,46.7,2.55,5.0
274,6073,11.9,76048.0,4.0,34.3,8.51,5.0
275,6075,10.1,109601.0,2.9,27.1,11.08,5.0
276,6077,15.5,60950.0,7.0,47.8,9.26,5.0
277,6079,11.9,70634.0,3.6,63.4,7.41,5.0
278,6081,6.4,115908.0,2.7,27.0,5.19,5.0
279,6083,14.2,70651.0,4.5,48.7,7.14,5.0
280,6085,7.5,118468.0,3.2,20.7,3.41,5.0
281,6087,12.6,76633.0,5.7,49.1,5.8,5.0
282,6089,17.0,51207.0,5.8,102.1,12.78,5.0
283,6097,9.3,79511.0,3.4,46.0,5.95,5.0
284,6099,14.0,58925.0,7.5,76.0,3.29,5.0
285,6107,24.0,46377.0,10.4,58.3,2.37,5.0
286,6111,9.5,82436.0,4.5,47.8,9.83,5.0
287,8001,10.6,65977.0,2.9,47.2,14.71,5.0
288,8005,7.8,75196.0,2.7,50.3,7.78,5.0
289,8013,12.6,80701.0,2.3,42.2,8.37,5.0
290,8031,12.5,64974.0,2.6,35.1,13.91,5.0
291,8041,10.8,65260.0,3.1,60.2,15.16,5.0
292,8059,7.6,80562.0,2.5,61.6,5.57,5.0
293,8069,11.0,69443.0,2.3,52.7,7.56,5.0
294,8077,14.9,52623.0,3.8,72.1,21.11,5.0
295,8101,18.2,44060.0,4.1,97.7,18.62,5.0
296,8123,9.4,68679.0,2.6,49.9,4.92,5.0
297,9001,8.8,91170.0,4.6,37.2,16.21,5.0
298,9003,11.0,70433.0,4.9,48.9,31.38,5.0
299,9005,6.9,77968.0,4.4,52.0,28.54,5.0
300,9007,6.8,81533.0,4.1,54.5,26.31,5.0
301,9009,11.0,66764.0,5.1,54.2,30.1,5.0
302,9011,8.6,71721.0,4.5,55.0,30.11,5.0
303,9013,7.4,75571.0,4.0,41.3,26.41,5.0
304,9015,11.5,62606.0,5.1,61.0,35.24,5.0
305,10001,13.2,57112.0,4.9,64.0,16.97,5.0
306,10003,13.4,66839.0,4.4,65.0,29.3,5.0
307,10005,11.9,61124.0,4.5,80.1,21.3,5.0
308,11001,16.6,80153.0,6.1,28.5,33.0,5.0
309,12001,21.2,45230.0,3.8,65.0,4.12,5.0
310,12005,14.9,51633.0,4.1,113.2,11.44,5.0
311,12009,12.4,52596.0,4.3,83.7,11.88,5.0
312,12011,13.1,56702.0,4.0,45.6,14.83,5.0
313,12017,14.4,43147.0,5.9,102.4,15.79,5.0
314,12019,9.9,65375.0,3.9,79.9,22.62,5.0
315,12021,11.7,66709.0,4.1,51.3,14.75,5.0
316,12023,16.5,42097.0,4.4,110.5,15.8,5.0
317,12031,15.1,52105.0,4.2,82.5,39.13,5.0
318,12033,16.4,48289.0,4.2,101.2,9.57,5.0
319,12035,12.0,52713.0,4.8,74.1,15.38,5.0
320,12053,14.0,44710.0,5.2,102.5,10.72,5.0
321,12057,15.5,54741.0,3.9,60.0,12.42,5.0
322,12069,12.6,51429.0,4.2,74.1,13.58,5.0
323,12071,11.8,54198.0,4.1,60.8,25.7,5.0
324,12073,18.0,51716.0,3.9,65.7,5.17,5.0
325,12081,10.8,55189.0,4.0,70.1,26.97,5.0
326,12083,16.2,43772.0,5.0,84.7,20.32,5.0
327,12085,10.9,58344.0,4.2,70.3,13.13,5.0
328,12086,16.7,49758.0,4.6,28.0,8.94,5.0
329,12087,11.8,63009.0,3.3,74.3,20.78,5.0
330,12089,9.1,70590.0,3.9,103.2,24.18,5.0
331,12091,10.9,60798.0,3.5,77.7,13.8,5.0
332,12095,15.3,54021.0,3.8,41.4,13.57,5.0
333,12097,14.0,49284.0,4.3,46.3,15.62,5.0
334,12099,11.8,60059.0,4.2,53.4,25.76,5.0
335,12101,13.0,51247.0,4.5,79.7,11.8,5.0
336,12103,12.2,51488.0,3.8,73.8,10.51,5.0
337,12105,16.1,48328.0,4.8,68.0,6.26,5.0
338,12109,8.3,77022.0,3.4,60.6,12.71,5.0
339,12111,12.8,49995.0,5.2,61.1,11.8,5.0
340,12113,10.2,65434.0,3.9,86.6,9.75,5.0
341,12115,9.2,58423.0,3.9,72.9,21.71,5.0
342,12117,11.2,63865.0,3.7,52.5,20.75,5.0
343,12127,15.2,46911.0,4.4,73.3,21.9,5.0
344,13015,13.2,55067.0,4.6,97.9,15.23,5.0
345,13021,25.0,39047.0,5.3,119.9,7.85,5.0
346,13045,17.2,51388.0,5.0,109.1,18.67,5.0
347,13051,16.3,54667.0,4.5,77.6,9.64,5.0
348,13057,7.5,78247.0,3.7,64.4,13.73,5.0
349,13063,16.3,44757.0,5.8,39.4,7.01,5.0
350,13067,9.5,75485.0,4.1,54.4,15.75,5.0
351,13073,6.6,75832.0,4.1,72.5,11.87,5.0
352,13077,10.4,73296.0,4.2,74.1,12.58,5.0
353,13089,15.3,61496.0,4.8,40.6,6.24,5.0
354,13097,11.8,60177.0,4.9,84.7,13.21,5.0
355,13117,5.3,103083.0,3.7,47.0,10.09,5.0
356,13121,14.8,64901.0,4.8,44.2,9.7,5.0
357,13127,17.0,50740.0,4.7,93.7,14.07,5.0
358,13135,10.7,68957.0,4.2,43.5,7.93,5.0
359,13139,13.3,61320.0,3.9,87.1,11.54,5.0
360,13151,9.8,67493.0,4.8,70.6,9.3,5.0
361,13187,13.9,55453.0,4.1,73.9,30.42,5.0
362,13215,22.6,42610.0,5.9,86.5,6.18,5.0
363,13217,13.4,55632.0,5.3,75.8,9.25,5.0
364,13223,8.3,67906.0,4.1,53.5,12.54,5.0
365,13245,23.7,38297.0,5.9,77.1,15.36,5.0
366,13313,16.5,42568.0,5.4,86.6,10.51,5.0
367,15003,8.3,80947.0,2.3,29.4,3.34,5.0
368,15009,10.0,76376.0,2.6,51.3,6.01,5.0
369,16001,10.8,61469.0,2.8,64.5,6.79,5.0
370,16005,14.2,51093.0,3.1,93.2,14.07,5.0
371,17007,8.8,69413.0,6.8,46.4,22.42,5.0
372,17019,19.2,51466.0,4.4,58.8,12.89,5.0
373,17031,14.6,61401.0,5.1,37.2,19.9,5.0
374,17037,14.1,60856.0,4.7,53.4,14.32,5.0
375,17043,6.2,89536.0,3.9,42.2,13.01,5.0
376,17055,19.5,40682.0,6.6,109.5,30.74,5.0
377,17083,10.3,58928.0,4.9,109.9,54.69,5.0
378,17089,9.2,75739.0,4.9,37.5,12.34,5.0
379,17091,15.0,57706.0,5.5,76.3,21.9,5.0
380,17093,4.8,97039.0,4.3,47.8,10.3,5.0
381,17097,7.7,86242.0,4.6,47.5,7.82,5.0
382,17099,14.3,56854.0,5.7,76.6,28.16,5.0
383,17111,6.1,86450.0,4.4,56.8,23.94,5.0
384,17113,15.6,68895.0,4.2,52.7,13.93,5.0
385,17115,14.3,51828.0,5.6,86.5,10.4,5.0
386,17119,14.4,58077.0,4.8,97.2,30.52,5.0
387,17143,15.4,54195.0,5.9,69.2,24.04,5.0
388,17163,16.0,51937.0,5.1,69.0,8.0,5.0
389,17167,15.4,61519.0,4.3,85.4,19.85,5.0
390,17179,9.1,61086.0,5.4,81.8,21.72,5.0
391,17183,19.4,43649.0,6.5,85.1,24.39,5.0
392,17197,7.0,82477.0,5.0,50.0,17.76,5.0
393,17199,15.3,49993.0,5.2,134.3,17.82,5.0
394,17201,14.2,53490.0,6.5,86.0,30.55,5.0
395,18003,13.1,52661.0,3.4,66.8,11.53,5.0
396,18005,10.6,61943.0,2.8,81.4,25.6,5.0
397,18019,10.6,52746.0,3.5,90.9,23.08,5.0
398,18039,10.8,58781.0,2.5,61.8,10.24,5.0
399,18041,15.5,44970.0,5.1,103.4,60.32,5.0
400,18043,10.5,61009.0,3.4,115.9,31.14,5.0
401,18053,18.4,44790.0,3.9,91.4,25.57,5.0
402,18057,3.8,95080.0,2.8,46.9,11.12,5.0
403,18063,5.1,75647.0,2.9,65.0,6.11,5.0
404,18067,14.5,51035.0,3.8,113.4,26.71,5.0
405,18071,12.7,48789.0,3.0,73.9,25.07,5.0
406,18075,14.3,46740.0,3.5,79.1,52.52,5.0
407,18085,10.4,62666.0,2.7,64.2,20.2,5.0
408,18089,15.9,54929.0,5.1,74.9,23.47,5.0
409,18091,14.5,51532.0,4.5,89.1,13.63,5.0
410,18095,17.4,44987.0,4.0,98.9,23.94,5.0
411,18097,17.6,47642.0,3.6,65.3,23.79,5.0
412,18105,21.6,49180.0,3.7,63.9,10.21,5.0
413,18107,12.1,53720.0,3.1,92.0,25.96,5.0
414,18109,9.9,61068.0,3.5,101.3,18.65,5.0
415,18127,10.4,67525.0,4.1,83.2,19.6,5.0
416,18135,15.3,46016.0,4.2,67.6,60.19,5.0
417,18141,16.0,52188.0,3.6,71.8,21.45,5.0
418,18149,17.1,46940.0,4.4,104.5,61.15,5.0
419,18157,18.0,52858.0,3.2,63.7,10.49,5.0
420,18163,17.5,47456.0,3.3,121.5,23.68,5.0
421,18169,13.3,50177.0,3.5,84.6,34.98,5.0
422,18177,16.6,44179.0,3.8,82.8,77.06,5.0
423,19103,15.3,61395.0,2.5,28.7,6.7,5.0
424,19113,9.0,63754.0,3.3,56.5,8.92,5.0
425,19153,9.5,66112.0,3.1,70.1,12.04,5.0
426,19163,11.3,59461.0,3.6,64.3,9.85,5.0
427,20045,15.9,56007.0,3.2,59.1,8.28,5.0
428,20091,5.3,83516.0,3.0,59.1,3.89,5.0
429,20173,14.2,54176.0,4.3,93.1,6.81,5.0
430,20177,11.7,56810.0,3.7,90.9,6.17,5.0
431,21005,10.4,53113.0,4.1,78.2,44.36,5.0
432,21015,7.1,78163.0,3.9,80.3,29.07,5.0
433,21019,20.1,40752.0,7.2,78.6,54.19,5.0
434,21029,9.2,62550.0,4.2,63.1,37.39,5.0
435,21037,10.9,61384.0,3.8,76.8,67.04,5.0
436,21043,28.2,37186.0,9.9,65.5,44.21,5.0
437,21049,14.1,53784.0,4.7,90.5,30.52,5.0
438,21067,16.5,56192.0,3.7,55.6,34.17,5.0
439,21071,32.2,32841.0,8.4,215.9,27.57,5.0
440,21073,13.7,53198.0,4.1,81.9,41.6,5.0
441,21081,13.9,51849.0,4.9,100.6,40.03,5.0
442,21089,16.0,46699.0,7.7,60.0,28.15,5.0
443,21093,12.8,52673.0,4.6,80.9,13.88,5.0
444,21111,14.1,54977.0,4.4,76.5,32.81,5.0
445,21113,14.7,57015.0,3.8,78.9,54.33,5.0
446,21117,12.0,59594.0,4.0,66.4,62.27,5.0
447,21121,32.2,28586.0,7.6,82.1,35.23,5.0
448,21151,17.0,50783.0,4.3,74.9,41.65,5.0
449,21161,18.0,45608.0,6.2,95.0,58.23,5.0
450,21173,17.7,43890.0,6.7,130.7,39.39,5.0
451,21179,9.8,58960.0,4.4,85.2,30.67,5.0
452,21195,28.8,34076.0,7.8,191.4,16.98,5.0
453,21199,23.7,36295.0,5.7,83.4,15.52,5.0
454,21209,10.4,67234.0,3.7,70.9,21.87,5.0
455,21227,16.1,49966.0,4.1,83.5,7.76,5.0
456,22017,25.8,37636.0,5.8,105.6,4.46,5.0
457,22033,18.9,54494.0,4.4,81.7,4.26,5.0
458,22051,17.1,51461.0,4.5,95.7,30.07,5.0
459,22055,17.4,52827.0,4.9,86.6,4.12,5.0
460,22063,11.4,61297.0,4.2,93.8,10.13,5.0
461,22071,26.1,37407.0,5.1,59.8,7.88,5.0
462,22079,19.9,42238.0,5.6,133.3,8.36,5.0
