,FIPS,Poverty Rate,Income,Unemployment Rate,Prescription Rate,Death Rate,Strata
0,12071,15.9,50713.0,5.2,65.4,12.25,4.0
1,12081,14.8,50728.0,5.1,77.3,34.4,4.0
2,12083,18.7,40053.0,6.5,89.8,4.95,4.0
3,12086,20.0,43687.0,5.8,32.0,5.01,4.0
4,12091,11.3,55391.0,4.5,87.5,20.13,4.0
5,12095,15.6,50593.0,5.0,46.0,12.11,4.0
6,12097,18.5,45127.0,5.8,56.3,10.19,4.0
7,12099,13.5,56638.0,5.1,59.9,9.77,4.0
8,12101,14.6,46080.0,5.9,85.0,8.44,4.0
9,12103,13.6,47591.0,5.0,83.6,6.74,4.0
10,12105,17.3,44024.0,6.3,69.7,5.08,4.0
11,12109,9.8,71896.0,4.0,64.3,6.18,4.0
12,12111,16.4,45918.0,6.4,68.0,3.35,4.0
13,12113,12.3,59289.0,4.8,99.1,11.97,4.0
14,12115,9.7,55882.0,5.1,80.3,19.97,4.0
15,12117,11.5,57357.0,4.9,53.5,11.13,4.0
16,12127,16.3,42334.0,5.9,81.1,16.41,4.0
17,13015,13.6,50900.0,5.9,104.6,13.63,4.0
18,13045,20.4,45453.0,6.7,119.3,9.6,4.0
19,13051,17.8,48885.0,5.8,87.8,5.92,4.0
20,13057,9.4,74885.0,4.7,68.0,17.38,4.0
21,13063,23.3,41731.0,7.6,47.8,6.57,4.0
22,13067,11.4,70097.0,5.1,61.4,11.87,4.0
23,13073,9.3,75232.0,5.0,84.7,10.41,4.0
24,13077,10.9,67268.0,5.3,81.2,7.22,4.0
25,13089,17.8,53994.0,6.0,45.9,7.08,4.0
26,13097,14.1,58443.0,6.3,97.0,9.95,4.0
27,13113,7.0,80588.0,5.2,88.1,9.94,4.0
28,13117,6.3,97886.0,4.5,52.9,12.24,4.0
29,13121,16.0,59911.0,6.0,49.1,9.6,4.0
30,13135,12.6,61797.0,5.2,47.1,8.04,4.0
31,13139,16.9,54578.0,4.9,97.0,5.68,4.0
32,13151,9.9,65437.0,6.2,81.9,7.35,4.0
33,13157,13.0,56102.0,4.8,109.3,23.67,4.0
34,13223,8.8,62658.0,5.2,60.4,13.79,4.0
35,13245,24.3,40821.0,7.4,92.9,13.38,4.0
36,13297,12.7,57312.0,5.4,114.8,19.23,4.0
37,13313,15.3,45921.0,6.4,97.0,10.56,4.0
38,15003,9.2,76544.0,3.3,35.6,4.31,4.0
39,15009,10.7,68684.0,3.7,58.4,6.68,4.0
40,16001,11.7,58431.0,3.7,75.9,5.07,4.0
41,16055,14.7,48864.0,5.1,101.3,6.65,4.0
42,17011,12.6,51275.0,6.4,32.4,29.77,4.0
43,17019,20.1,50813.0,5.2,70.4,11.01,4.0
44,17031,16.2,56841.0,6.2,43.0,10.21,4.0
45,17043,7.1,81616.0,4.8,48.5,8.14,4.0
46,17089,10.8,70502.0,5.7,42.8,4.52,4.0
47,17091,15.2,53227.0,6.8,81.4,11.72,4.0
48,17097,9.0,82160.0,5.4,54.6,9.38,4.0
