,FIPS,Poverty Rate,Income,Unemployment Rate,Prescription Rate,Death Rate,Strata
0,1003,13.3,48637.0,9.8,143.9,5.57,1.0
1,1073,16.5,43312.0,10.8,134.3,9.11,1.0
2,1097,18.7,39828.0,11.3,150.3,5.34,1.0
3,1117,6.9,65408.0,7.8,122.5,7.78,1.0
4,2020,7.6,72210.0,6.5,74.6,13.9,1.0
5,2090,7.9,64691.0,7.1,57.1,11.55,1.0
6,2122,8.7,57171.0,9.8,103.1,20.07,1.0
7,2170,8.7,70442.0,8.9,85.9,18.42,1.0
8,4003,16.2,43786.0,8.0,83.3,7.69,1.0
9,4013,15.1,53284.0,9.1,82.5,7.55,1.0
10,4015,17.8,39863.0,11.4,139.3,20.53,1.0
11,4019,18.9,43243.0,9.1,93.0,14.35,1.0
12,4021,13.7,49088.0,12.3,65.1,7.15,1.0
13,4025,14.2,40837.0,10.5,104.3,11.37,1.0
14,5007,13.1,49226.0,6.4,96.5,5.08,1.0
15,5031,17.9,39526.0,7.0,177.7,10.47,1.0
16,5033,17.6,39618.0,7.8,126.6,19.48,1.0
17,5119,16.7,42107.0,6.7,119.7,4.74,1.0
18,5131,17.6,39088.0,7.6,203.3,7.99,1.0
19,6001,10.8,68258.0,10.3,43.9,1.67,1.0
20,6005,11.3,54461.0,11.4,133.2,28.77,1.0
21,6007,18.5,41196.0,12.3,167.3,7.28,1.0
22,6013,9.5,75084.0,10.0,59.6,3.66,1.0
23,6017,7.6,68778.0,10.9,83.8,11.64,1.0
24,6019,21.5,45219.0,14.7,69.0,7.05,1.0
25,6023,19.0,35985.0,10.7,142.3,18.69,1.0
26,6029,22.2,46938.0,14.1,65.0,6.63,1.0
27,6033,22.1,36895.0,15.0,166.0,20.18,1.0
28,6037,16.0,54375.0,11.6,41.2,2.78,1.0
29,6041,7.3,86658.0,7.5,56.5,5.18,1.0
30,6045,17.5,41488.0,10.0,129.4,11.4,1.0
31,6047,24.6,39922.0,16.6,70.4,3.96,1.0
32,6053,17.2,57647.0,11.5,69.1,4.87,1.0
33,6059,10.7,71735.0,8.7,51.9,7.77,1.0
34,6065,13.9,55151.0,13.1,56.4,5.82,1.0
35,6067,15.3,52502.0,11.0,63.5,5.61,1.0
36,6071,17.0,52137.0,12.7,54.9,3.28,1.0
37,6073,12.5,60103.0,9.4,47.5,8.0,1.0
38,6075,11.7,70247.0,8.7,44.5,11.47,1.0
39,6077,15.7,52201.0,14.9,66.8,9.89,1.0
40,6079,13.2,55638.0,8.8,83.3,5.59,1.0
41,6081,7.6,84678.0,8.2,40.1,2.1,1.0
42,6083,15.0,58555.0,8.2,69.3,4.28,1.0
43,6085,9.1,84990.0,10.6,31.7,2.32,1.0
44,6087,13.9,60816.0,11.1,87.5,10.77,1.0
45,6089,15.5,42552.0,14.3,169.4,15.23,1.0
46,6095,10.7,65079.0,10.4,56.2,3.66,1.0
47,6097,9.5,61985.0,9.4,71.6,6.88,1.0
48,6099,17.0,48550.0,15.5,106.0,7.23,1.0
49,6107,23.0,39876.0,14.9,87.3,5.72,1.0
50,6109,14.2,48027.0,12.2,176.9,21.49,1.0
51,6111,10.5,71246.0,9.6,64.0,7.36,1.0
52,6113,15.7,56120.0,11.0,63.5,5.01,1.0
53,8001,13.3,53779.0,8.5,57.6,6.89,1.0
54,8005,12.3,56099.0,7.3,62.4,5.33,1.0
55,8013,12.9,63757.0,6.1,62.4,9.21,1.0
56,8031,18.8,46693.0,8.1,47.6,20.71,1.0
57,8035,3.3,100447.0,6.2,59.9,4.62,1.0
58,8041,11.5,55621.0,7.9,75.5,5.43,1.0
59,8059,8.1,66059.0,7.1,81.0,7.52,1.0
60,8069,14.7,56281.0,6.3,77.2,7.75,1.0
61,8101,16.9,39016.0,8.2,120.5,7.6,1.0
62,9001,8.2,78892.0,7.5,53.9,4.94,1.0
