,FIPS,Poverty Rate,Income,Unemployment Rate,Prescription Rate,Death Rate,Strata
246,48201,19.4,50924.0,7.8,65.4,5.07,2.0
247,48245,20.0,41363.0,11.4,94.8,6.33,2.0
248,48339,13.7,61996.0,7.1,82.6,4.03,2.0
249,48355,20.0,43470.0,7.9,92.9,13.69,2.0
250,48439,16.8,52882.0,7.6,81.6,3.35,2.0
251,48453,18.1,53303.0,6.4,70.9,5.17,2.0
252,48479,32.1,35295.0,7.4,34.1,6.24,2.0
253,48491,7.4,70276.0,6.8,75.0,3.16,2.0
254,49011,8.3,68974.0,6.0,80.1,5.45,2.0
255,49035,14.5,56166.0,6.6,87.8,10.3,2.0
256,49049,14.3,58077.0,6.3,72.8,9.05,2.0
257,49053,15.7,46001.0,8.9,97.6,10.59,2.0
258,49057,13.2,52183.0,7.8,96.1,12.37,2.0
259,50007,10.5,60865.0,4.2,49.8,7.62,2.0
260,50021,12.9,46542.0,6.8,96.0,16.32,2.0
261,51041,7.2,71074.0,6.8,80.4,6.87,2.0
262,51051,21.8,33494.0,9.9,160.7,63.53,2.0
263,51059,6.8,105409.0,4.8,38.7,3.0,2.0
264,51061,6.3,85096.0,5.5,98.8,18.16,2.0
265,51087,10.8,58110.0,6.7,86.7,8.05,2.0
266,51121,22.5,44066.0,6.3,80.2,10.6,2.0
267,51153,6.9,93101.0,5.7,48.8,4.53,2.0
268,51155,16.5,39054.0,8.7,176.3,28.9,2.0
269,51167,23.5,30562.0,9.5,156.0,45.22,2.0
270,51177,7.6,75627.0,6.7,89.1,8.04,2.0
271,51185,17.6,36521.0,7.9,194.3,42.49,2.0
272,51550,9.3,65699.0,6.9,85.4,4.44,2.0
273,51710,20.3,42201.0,8.3,68.6,9.48,2.0
274,51740,18.0,41910.0,9.4,106.2,10.45,2.0
275,51760,26.4,38368.0,8.5,72.0,13.14,2.0
276,51770,19.5,38482.0,8.1,145.7,11.37,2.0
277,51810,8.9,64107.0,6.1,69.5,5.87,2.0
278,53005,11.7,61539.0,8.2,119.4,5.53,2.0
279,53007,15.9,48458.0,8.4,110.1,16.33,2.0
280,53009,13.2,47903.0,10.9,156.6,13.92,2.0
281,53011,13.7,56750.0,11.7,69.7,9.0,2.0
282,53015,19.5,43611.0,11.9,107.4,22.44,2.0
283,53033,12.1,68596.0,7.9,66.6,8.43,2.0
284,53035,11.0,60294.0,8.4,78.3,5.5,2.0
285,53041,14.9,42072.0,12.8,130.4,18.45,2.0
286,53053,12.7,55215.0,10.1,83.2,12.01,2.0
287,53057,15.0,52013.0,10.5,97.2,8.47,2.0
288,53061,11.0,63766.0,9.5,93.9,19.24,2.0
289,53063,15.2,48693.0,9.7,99.3,5.7,2.0
290,53067,12.8,59694.0,9.0,74.5,7.79,2.0
291,53073,15.6,51315.0,9.0,81.8,9.33,2.0
292,53077,23.0,41666.0,10.7,76.3,4.45,2.0
293,54003,14.8,51029.0,7.7,114.4,22.7,2.0
294,54005,19.6,38357.0,8.1,205.1,98.18,2.0
295,54009,15.0,41034.0,9.8,140.5,50.33,2.0
296,54011,22.3,36864.0,7.1,186.6,37.25,2.0
297,54019,21.8,32316.0,9.0,108.9,35.01,2.0
298,54033,17.4,39899.0,7.1,150.7,25.92,2.0
299,54039,17.2,40409.0,7.1,163.4,30.16,2.0
300,54043,27.1,32517.0,10.7,63.7,60.32,2.0
301,54045,21.4,34001.0,8.9,291.0,52.12,2.0
302,54047,34.2,23751.0,11.9,193.5,101.25,2.0
303,54055,21.5,33500.0,8.6,170.7,64.04,2.0
304,54059,26.0,31681.0,8.6,201.8,56.47,2.0
305,54067,21.3,36080.0,9.1,229.6,45.68,2.0
306,54079,11.5,53964.0,7.3,116.9,21.43,2.0
307,54081,17.0,38156.0,7.2,196.4,61.93,2.0
308,54099,20.8,35418.0,8.2,91.0,37.98,2.0
309,54109,25.6,32851.0,8.8,218.3,123.83,2.0
310,55025,12.8,60489.0,5.3,68.9,12.3,2.0
311,55059,14.3,51966.0,9.0,77.6,13.15,2.0
312,55079,21.8,40780.0,9.3,99.5,13.96,2.0
313,55101,13.2,52900.0,9.0,90.6,7.17,2.0
314,55105,14.6,47857.0,9.5,83.4,10.62,2.0
315,55111,12.2,48874.0,7.6,84.7,20.87,2.0
316,55131,6.3,67760.0,6.9,77.3,10.58,2.0
317,55133,5.5,73025.0,6.5,81.2,9.21,2.0
318,55139,12.4,49279.0,7.0,82.8,11.33,2.0
319,1009,16.2,44225.0,6.9,66.6,19.02,2.0
320,1073,18.6,43967.0,7.4,141.2,7.27,2.0
321,1097,21.0,39546.0,9.2,163.4,3.62,2.0
322,1117,8.7,67244.0,5.0,128.1,7.46,2.0
323,1127,21.0,36600.0,9.2,335.1,22.65,2.0
324,2020,9.0,71094.0,5.4,75.3,11.39,2.0
325,2170,10.1,68109.0,8.7,91.0,19.16,2.0
326,4003,18.8,43017.0,9.0,87.4,9.84,2.0
327,4013,17.4,51442.0,7.3,83.6,5.1,2.0
328,4015,21.1,34966.0,11.0,144.6,20.66,2.0
329,4019,19.9,44745.0,7.4,94.0,14.21,2.0
330,4021,17.7,50362.0,8.5,66.2,8.0,2.0
331,4025,15.7,43397.0,8.6,116.2,10.82,2.0
332,5119,18.6,44819.0,6.9,119.1,4.37,2.0
333,5143,19.3,41856.0,5.6,116.3,4.73,2.0
334,6001,13.1,70209.0,8.7,43.0,2.12,2.0
335,6007,21.8,40748.0,12.2,164.4,7.22,2.0
336,6013,11.1,74208.0,8.9,59.6,3.98,2.0
337,6019,28.2,41563.0,15.1,71.3,4.11,2.0
338,6023,22.0,39837.0,9.6,138.6,16.32,2.0
339,6029,23.7,45599.0,13.1,68.3,5.37,2.0
340,6033,25.1,35437.0,12.8,176.4,23.44,2.0
341,6037,19.1,52929.0,10.9,41.8,2.34,2.0
342,6039,23.3,42054.0,14.4,63.0,11.17,2.0
343,6041,8.5,88654.0,6.3,51.9,5.47,2.0
344,6053,18.1,56038.0,11.6,68.7,5.62,2.0
345,6059,13.0,71866.0,7.9,51.8,6.67,2.0
346,6065,17.8,52416.0,11.6,56.9,5.29,2.0
347,6067,19.5,52617.0,10.5,65.2,4.07,2.0
348,6071,20.4,50603.0,11.4,56.8,2.69,2.0
349,6073,15.1,60235.0,9.1,49.1,8.31,2.0
350,6075,14.9,72093.0,6.8,44.5,7.02,2.0
351,6077,18.5,50431.0,14.4,70.4,5.69,2.0
352,6079,14.0,58427.0,8.2,85.7,6.91,2.0
353,6081,8.4,81568.0,6.4,40.3,2.3,2.0
354,6083,16.3,60683.0,8.4,67.3,3.25,2.0
355,6085,10.8,91195.0,7.9,32.3,2.18,2.0
356,6087,13.9,65799.0,11.8,78.8,9.75,2.0
357,6089,17.1,44477.0,14.2,163.6,13.44,2.0
358,6097,12.1,59855.0,8.9,72.3,5.08,2.0
359,6099,20.1,46324.0,14.9,112.4,2.49,2.0
360,6111,11.6,71043.0,9.1,63.6,10.77,2.0
361,8001,14.9,55695.0,9.4,61.9,13.49,2.0
362,8005,12.0,60525.0,7.7,66.5,2.18,2.0
363,8013,14.2,66894.0,6.2,59.9,8.19,2.0
364,8031,19.5,50455.0,7.9,50.4,10.72,2.0
365,8035,4.3,98426.0,6.0,58.5,7.38,2.0
366,8041,13.1,55312.0,8.9,78.2,6.98,2.0
367,8059,9.3,67401.0,7.4,86.4,8.98,2.0
368,8069,13.7,56132.0,6.7,84.2,6.44,2.0
369,8101,20.2,41209.0,10.7,141.7,16.16,2.0
370,8123,14.3,55332.0,7.8,75.6,5.69,2.0
371,9001,8.9,79536.0,7.8,54.5,3.96,2.0
372,9003,12.2,63374.0,8.5,70.2,5.02,2.0
373,9005,7.0,67746.0,7.6,73.9,6.93,2.0
374,9007,6.4,74588.0,7.2,72.5,6.64,2.0
375,9009,13.3,59217.0,9.1,79.4,4.98,2.0
376,9011,9.3,65573.0,8.7,81.3,11.31,2.0
377,9013,7.3,75048.0,7.3,55.4,6.6,2.0
378,10001,13.4,51695.0,7.9,87.4,11.93,2.0
379,10003,11.4,62086.0,7.0,85.4,7.87,2.0
380,10005,15.7,48684.0,7.2,122.6,6.88,2.0
381,11001,18.8,65231.0,9.0,40.3,5.69,2.0
382,12005,16.5,45259.0,8.6,124.2,6.4,2.0
383,12009,14.8,46332.0,9.4,98.6,4.57,2.0
384,12011,15.2,49564.0,8.0,58.8,6.23,2.0
385,12017,18.7,38937.0,10.8,110.4,13.63,2.0
386,12019,10.9,56359.0,7.6,106.5,12.86,2.0
387,12021,14.2,54475.0,8.4,66.3,9.33,2.0
388,12023,23.4,37091.0,8.8,125.0,16.18,2.0
389,12031,18.0,43835.0,8.7,99.0,12.39,2.0
390,12033,17.8,44539.0,8.4,130.1,7.93,2.0
391,12053,18.5,37093.0,10.6,118.8,7.5,2.0
392,12057,19.1,46534.0,7.9,79.6,10.64,2.0
393,12061,16.1,42638.0,11.0,98.5,7.83,2.0
394,12071,15.3,46396.0,8.8,74.8,6.82,2.0
395,12081,15.5,46999.0,8.1,89.0,11.38,2.0
396,12083,18.6,37287.0,10.2,91.1,2.98,2.0
397,12086,20.8,41311.0,8.3,34.6,3.05,2.0
398,12089,13.0,55367.0,8.0,123.1,18.76,2.0
399,12091,13.2,52381.0,6.7,102.7,7.89,2.0
400,12095,18.1,45565.0,8.2,58.0,8.65,2.0
401,12097,19.5,42743.0,9.5,74.3,8.35,2.0
402,12099,14.5,51217.0,8.5,66.9,3.98,2.0
403,12101,13.4,42695.0,9.0,102.5,7.44,2.0
404,12103,14.1,44819.0,8.0,94.4,7.16,2.0
405,12105,18.1,41337.0,9.6,79.0,1.95,2.0
406,12109,9.5,62112.0,6.5,69.1,5.94,2.0
407,12111,17.5,41934.0,10.9,73.9,4.58,2.0
408,12113,12.3,59854.0,7.5,125.5,6.31,2.0
409,12115,12.7,48239.0,8.4,90.5,14.76,2.0
410,12117,12.6,54901.0,8.1,67.4,7.89,2.0
411,12127,19.7,40114.0,9.5,91.3,11.47,2.0
412,13015,16.5,46693.0,9.9,120.5,9.93,2.0
413,13045,20.2,43636.0,10.3,139.8,9.86,2.0
414,13047,14.8,46600.0,7.5,185.9,21.52,2.0
415,13057,9.6,68800.0,7.1,77.2,5.42,2.0
416,13063,28.4,37594.0,12.0,54.5,7.15,2.0
417,13067,13.9,62596.0,7.7,73.0,2.4,2.0
418,13077,12.6,61153.0,8.0,94.5,8.4,2.0
419,13089,21.1,49061.0,9.4,49.4,3.39,2.0
420,13117,6.6,87380.0,6.6,65.5,6.39,2.0
421,13121,18.9,55816.0,9.1,54.1,5.52,2.0
422,13135,14.7,56665.0,7.8,55.0,3.33,2.0
423,13139,19.3,49636.0,7.8,103.9,5.39,2.0
424,13215,18.5,43264.0,9.8,110.0,5.04,2.0
425,13223,12.0,59621.0,8.3,69.4,12.43,2.0
426,13255,27.0,35761.0,12.5,164.2,15.66,2.0
427,13297,14.7,52737.0,9.1,126.8,11.82,2.0
428,15003,10.4,70779.0,5.4,38.9,3.69,2.0
429,16001,12.5,54337.0,6.2,87.0,3.18,2.0
430,17019,20.5,46708.0,7.3,76.4,7.38,2.0
431,17031,18.0,52160.0,9.6,47.5,9.04,2.0
432,17043,7.3,78131.0,7.5,54.6,9.05,2.0
433,17063,8.3,63167.0,11.5,85.4,19.89,2.0
434,17089,11.9,64870.0,8.9,48.0,4.98,2.0
435,17097,9.4,74459.0,8.1,60.9,7.69,2.0
436,17099,14.4,49431.0,10.0,96.3,18.59,2.0
437,17111,7.6,76417.0,9.0,74.1,7.79,2.0
438,17113,14.8,62129.0,6.4,67.9,11.61,2.0
439,17119,13.0,51736.0,8.8,123.8,17.92,2.0
440,17143,19.4,47310.0,8.4,94.6,11.21,2.0
441,17163,19.3,46921.0,9.5,87.4,12.27,2.0
442,17167,14.0,55386.0,7.2,124.1,14.55,2.0
443,17179,8.6,60403.0,7.5,107.5,14.71,2.0
444,17197,8.4,72395.0,9.8,60.6,7.77,2.0
445,17201,16.1,49060.0,10.5,117.7,12.33,2.0
446,18019,12.8,49164.0,7.8,146.9,11.61,2.0
447,18035,22.4,37339.0,9.4,145.5,9.37,2.0
448,18043,13.4,53367.0,7.1,197.6,13.28,2.0
449,18089,19.6,48015.0,9.1,95.6,4.05,2.0
450,18095,15.9,42707.0,10.0,153.4,18.41,2.0
451,18097,21.6,41586.0,9.2,101.4,6.42,2.0
452,18127,10.5,63879.0,7.6,107.0,10.26,2.0
453,18141,16.6,45248.0,9.5,100.5,6.76,2.0
454,18163,15.3,41784.0,7.7,183.3,15.48,2.0
455,19103,16.1,52934.0,3.7,43.1,7.34,2.0
456,19113,9.8,57663.0,5.2,82.8,6.97,2.0
457,19153,13.4,57942.0,5.2,105.7,9.69,2.0
458,19163,12.2,53315.0,5.7,87.5,11.85,2.0
459,20045,19.5,48813.0,5.1,82.2,8.86,2.0
460,20091,6.8,73712.0,4.6,79.6,5.72,2.0
461,20173,16.4,47649.0,6.9,114.7,5.36,2.0
462,20209,23.7,37780.0,8.4,81.7,6.91,2.0
