,FIPS,Poverty Rate,Income,Unemployment Rate,Prescription Rate,Death Rate,Strata
88,36119,9.9,83094.0,6.3,39.7,7.74,3.0
89,37001,19.8,43001.0,7.3,98.1,6.48,3.0
90,37019,16.1,47799.0,9.8,124.8,22.55,3.0
91,37021,15.7,45738.0,6.0,99.0,5.65,3.0
92,37023,20.6,36150.0,8.3,167.0,25.6,3.0
93,37025,12.1,55046.0,7.6,113.3,11.75,3.0
94,37035,16.5,43777.0,8.5,149.2,12.27,3.0
95,37049,16.6,45022.0,8.7,161.0,12.44,3.0
96,37051,18.0,44038.0,9.7,100.7,6.14,3.0
97,37057,19.3,40424.0,8.2,91.8,16.52,3.0
98,37063,17.0,52331.0,6.3,60.5,6.59,3.0
99,37067,20.5,46163.0,7.5,98.0,7.75,3.0
100,37071,19.2,42461.0,9.0,144.6,17.19,3.0
101,37081,19.2,46093.0,8.2,90.2,3.36,3.0
102,37089,15.5,44561.0,6.2,97.8,16.43,3.0
103,37097,12.7,49983.0,8.4,119.0,9.12,3.0
104,37101,16.6,50904.0,7.1,75.0,6.74,3.0
105,37109,14.6,50537.0,8.3,132.5,17.56,3.0
106,37119,15.5,54657.0,7.5,65.7,4.64,3.0
107,37129,18.9,48651.0,7.6,118.9,14.07,3.0
108,37133,16.9,45213.0,7.0,95.2,8.1,3.0
109,37147,25.4,40940.0,8.1,99.4,6.89,3.0
110,37151,19.8,40896.0,8.6,81.9,13.33,3.0
111,37155,30.7,30248.0,11.9,132.4,8.9,3.0
112,37159,18.8,41475.0,9.3,100.3,10.84,3.0
113,37179,10.3,63912.0,6.6,78.1,7.52,3.0
114,37183,10.9,65433.0,6.0,64.0,4.82,3.0
115,37193,23.1,35895.0,8.9,105.4,27.53,3.0
116,39003,16.1,43274.0,7.8,113.8,11.4,3.0
117,39007,18.9,40899.0,9.5,91.5,11.02,3.0
118,39015,17.8,43050.0,10.2,109.0,27.11,3.0
119,39017,13.3,55992.0,7.5,95.4,25.05,3.0
120,39023,18.2,44029.0,7.5,114.6,19.83,3.0
121,39025,9.7,61398.0,7.4,104.6,28.97,3.0
122,39035,19.2,43653.0,7.0,73.4,17.42,3.0
123,39041,5.6,89016.0,5.3,66.4,7.03,3.0
124,39045,11.8,56697.0,6.7,87.9,9.4,3.0
125,39049,17.7,51456.0,6.4,96.7,12.37,3.0
126,39055,7.4,69078.0,5.7,65.9,11.71,3.0
127,39057,12.8,60093.0,7.0,94.3,7.97,3.0
128,39061,18.7,47123.0,7.3,91.5,24.24,3.0
129,39077,14.6,44825.0,10.2,116.8,22.08,3.0
130,39085,9.4,55477.0,6.2,88.1,16.1,3.0
131,39089,11.2,54909.0,6.9,79.8,10.69,3.0
132,39093,14.6,52762.0,7.3,90.0,20.47,3.0
133,39095,21.6,40751.0,8.7,113.5,11.69,3.0
134,39099,18.0,41076.0,8.5,117.8,16.25,3.0
135,39101,16.3,42862.0,7.9,114.7,25.79,3.0
136,39103,6.6,66720.0,5.8,82.9,8.0,3.0
137,39113,18.8,43103.0,8.3,113.5,15.86,3.0
138,39133,16.9,52576.0,7.7,70.4,7.93,3.0
139,39139,17.6,40210.0,8.6,92.3,18.89,3.0
140,39141,19.4,42730.0,8.7,125.2,17.97,3.0
141,39145,24.5,36682.0,11.9,128.3,12.8,3.0
142,39151,15.4,45199.0,7.6,113.3,10.65,3.0
143,39153,14.8,49353.0,7.6,94.4,10.15,3.0
144,39155,18.7,41951.0,9.4,107.6,14.53,3.0
145,39165,7.3,75041.0,6.4,79.4,8.67,3.0
146,40017,7.3,63889.0,4.1,113.4,10.31,3.0
147,40019,17.3,43030.0,5.3,212.0,26.81,3.0
148,40027,12.7,54865.0,4.3,99.1,11.51,3.0
149,40037,14.9,44608.0,6.0,149.3,17.03,3.0
150,40101,19.9,38574.0,6.5,138.9,19.91,3.0
151,40109,17.5,45988.0,4.8,143.3,12.84,3.0
152,40135,25.0,33912.0,8.4,85.9,33.97,3.0
153,40143,15.7,48082.0,5.1,159.6,14.94,3.0
154,40145,11.5,53098.0,5.1,80.6,18.49,3.0
155,41005,9.7,66514.0,7.1,87.8,8.24,3.0
156,41017,15.2,49427.0,9.5,105.5,7.23,3.0
157,41029,18.7,43393.0,9.7,132.4,8.15,3.0
158,41039,21.1,43778.0,8.0,122.6,10.11,3.0
159,41043,19.0,44941.0,9.7,126.8,8.42,3.0
160,41051,18.2,53624.0,6.8,68.5,11.62,3.0
161,41067,10.9,63632.0,6.3,65.3,2.88,3.0
162,42003,13.5,51400.0,6.5,87.6,17.46,3.0
163,42007,11.3,49215.0,7.2,89.1,19.4,3.0
164,42011,14.0,55634.0,7.1,65.3,7.01,3.0
165,42017,6.4,73662.0,6.6,80.3,4.31,3.0
166,42019,9.4,58430.0,6.2,79.8,17.25,3.0
167,42043,13.8,53480.0,6.8,78.1,7.75,3.0
168,42045,10.9,64186.0,7.1,82.2,3.03,3.0
169,42049,17.9,44223.0,7.4,97.1,8.21,3.0
170,42051,19.2,37929.0,9.6,135.2,22.96,3.0
171,42069,14.8,44926.0,8.3,127.1,16.83,3.0
172,42071,10.5,56766.0,6.0,66.4,3.4,3.0
173,42073,13.8,43199.0,7.5,120.2,20.15,3.0
174,42077,14.2,53722.0,7.8,54.2,3.66,3.0
175,42079,16.1,44734.0,9.4,101.5,3.44,3.0
176,42089,12.0,55273.0,9.4,95.9,13.76,3.0
177,42091,6.8,77021.0,5.9,67.9,11.57,3.0
178,42095,10.1,59605.0,7.4,80.1,6.67,3.0
179,42101,26.0,36918.0,10.3,80.8,1.74,3.0
180,42107,13.6,41514.0,9.2,85.1,7.49,3.0
181,42125,10.9,54919.0,6.9,86.9,18.73,3.0
182,42129,10.7,51412.0,7.0,84.4,4.14,3.0
183,42133,10.8,56963.0,6.7,74.3,4.56,3.0
184,44003,8.1,63232.0,8.7,93.6,25.45,3.0
185,44005,10.1,67291.0,8.5,70.5,16.99,3.0
186,44007,18.6,47642.0,9.8,75.1,18.14,3.0
187,44009,9.6,69267.0,8.6,76.5,12.67,3.0
188,45003,18.3,43876.0,7.6,98.5,14.01,3.0
189,45015,15.7,50794.0,7.0,66.2,5.15,3.0
190,45019,17.4,51206.0,5.9,93.3,4.83,3.0
191,45045,16.2,49476.0,6.1,108.1,8.43,3.0
192,45073,16.8,42077.0,7.7,146.2,14.66,3.0
193,45077,18.7,42400.0,7.4,118.9,17.52,3.0
194,45079,18.6,47492.0,6.9,75.6,3.51,3.0
195,45083,18.7,42638.0,7.7,129.3,5.5,3.0
196,47001,19.7,42365.0,7.9,185.4,29.12,3.0
197,47005,21.3,35559.0,9.8,143.8,61.39,3.0
198,47009,14.9,45348.0,7.0,111.9,11.99,3.0
199,47011,18.6,42665.0,7.1,159.2,11.78,3.0
200,47013,23.9,32325.0,11.1,235.6,27.34,3.0
201,47021,13.3,52544.0,6.6,103.2,25.32,3.0
202,47037,17.8,47239.0,5.9,103.6,14.27,3.0
203,47043,15.0,44991.0,7.7,164.9,19.89,3.0
204,47065,16.9,47373.0,7.2,145.4,10.04,3.0
205,47071,24.1,36154.0,10.4,167.7,49.93,3.0
206,47093,16.3,49105.0,6.3,125.8,16.42,3.0
207,47125,14.9,51059.0,7.6,108.3,10.86,3.0
208,47141,26.7,35554.0,8.0,165.0,16.32,3.0
209,47145,18.1,42037.0,9.0,178.9,26.39,3.0
210,47149,12.3,57056.0,6.2,109.9,12.1,3.0
211,47157,21.6,45067.0,8.8,80.8,9.47,3.0
212,47165,11.0,56077.0,6.2,102.3,6.51,3.0
213,47187,5.5,93241.0,5.2,61.8,5.53,3.0
214,47189,10.8,59655.0,6.3,109.5,13.94,3.0
215,48027,15.1,50223.0,6.9,73.5,3.67,3.0
216,48029,17.4,49655.0,5.8,66.3,5.28,3.0
217,48039,11.8,66337.0,6.1,73.2,6.36,3.0
218,48085,7.9,81315.0,5.5,64.7,3.04,3.0
219,48113,19.5,47902.0,6.6,63.3,4.92,3.0
220,48121,8.9,75099.0,5.4,70.5,3.16,3.0
221,48141,22.7,39748.0,7.9,42.5,3.26,3.0
222,48157,8.9,87901.0,5.5,44.7,1.69,3.0
223,48167,14.2,60210.0,6.9,94.6,8.8,3.0
224,48201,18.4,52533.0,6.1,58.2,5.21,3.0
225,48245,22.7,42099.0,10.9,99.8,5.94,3.0
226,48303,17.8,46223.0,4.9,94.9,5.18,3.0
227,48339,11.8,69317.0,5.4,80.7,2.8,3.0
228,48355,18.2,48324.0,6.1,95.9,11.36,3.0
229,48423,16.8,47711.0,6.5,112.9,5.09,3.0
230,48439,15.2,56906.0,6.0,80.7,2.62,3.0
231,48453,15.9,60372.0,5.0,64.3,3.48,3.0
232,48479,30.6,38652.0,6.1,31.0,7.24,3.0
233,49005,14.2,49556.0,4.0,65.2,8.55,3.0
234,49011,8.2,70456.0,4.3,75.9,6.21,3.0
235,49035,12.7,61716.0,4.4,83.8,12.78,3.0
236,49045,9.1,59400.0,5.4,95.0,18.1,3.0
237,49049,13.8,60069.0,4.2,67.3,9.24,3.0
238,49053,15.4,50378.0,5.5,99.9,14.88,3.0
239,49057,13.3,54055.0,5.4,96.5,8.39,3.0
240,50007,10.1,62618.0,3.4,46.2,8.15,3.0
241,50021,13.5,45757.0,5.3,91.2,16.5,3.0
242,51041,8.0,67454.0,5.7,80.7,8.24,3.0
243,51047,10.1,63876.0,5.4,84.0,24.74,3.0
244,51059,6.0,110658.0,4.4,35.9,3.18,3.0
245,51069,7.9,68166.0,5.3,65.3,14.76,3.0
246,51085,5.6,77316.0,5.1,104.8,9.87,3.0
247,51087,11.3,60050.0,5.6,82.8,7.22,3.0
248,51107,3.8,117680.0,4.4,42.1,4.86,3.0
249,51137,10.4,60829.0,5.9,105.2,28.83,3.0
250,51153,7.0,93671.0,5.2,46.2,5.24,3.0
251,51177,7.7,73112.0,5.8,86.7,10.21,3.0
252,51179,6.4,93014.0,5.7,63.5,8.04,3.0
253,51195,19.3,37490.0,10.3,253.3,24.64,3.0
254,51510,8.8,85562.0,4.1,39.6,6.72,3.0
255,51550,9.6,66516.0,5.9,77.9,10.84,3.0
256,51650,15.6,45293.0,7.5,97.3,7.32,3.0
257,51700,17.5,47421.0,6.8,79.1,8.24,3.0
258,51710,23.3,42949.0,7.0,73.2,10.97,3.0
259,51740,20.9,43041.0,8.1,121.6,10.39,3.0
260,51760,25.4,39249.0,6.8,72.6,11.68,3.0
261,51770,23.3,37223.0,6.7,131.3,18.28,3.0
262,51810,9.0,62509.0,5.4,69.6,9.59,3.0
263,53005,13.2,59264.0,8.9,109.4,7.05,3.0
264,53009,17.5,46531.0,9.6,142.1,17.98,3.0
265,53011,12.6,57886.0,8.5,65.9,8.56,3.0
266,53015,15.9,48447.0,9.8,107.6,16.69,3.0
267,53033,12.4,71779.0,5.1,57.7,9.78,3.0
268,53035,11.4,62516.0,7.2,72.0,5.91,3.0
269,53053,14.1,57619.0,8.3,72.8,9.76,3.0
270,53057,16.3,52525.0,8.6,90.9,13.46,3.0
271,53061,11.2,67443.0,5.8,86.6,12.2,3.0
272,53063,17.0,47577.0,8.2,93.0,6.05,3.0
273,53067,12.5,59877.0,7.6,75.2,9.15,3.0
274,53073,16.4,51119.0,7.4,81.8,5.33,3.0
275,54003,13.2,54010.0,5.6,117.3,34.96,3.0
276,54005,22.5,38098.0,9.6,190.3,74.31,3.0
277,54011,23.4,37628.0,5.8,149.7,44.27,3.0
278,54019,22.6,33720.0,8.6,94.5,43.86,3.0
279,54029,14.6,40249.0,8.1,143.9,33.01,3.0
280,54033,16.1,42197.0,5.6,144.8,23.2,3.0
281,54037,11.3,64916.0,4.8,91.2,27.24,3.0
282,54039,15.3,45858.0,5.9,156.1,25.62,3.0
283,54045,22.2,35773.0,9.8,272.4,44.46,3.0
284,54047,36.5,25205.0,12.7,158.8,76.64,3.0
285,54055,26.7,34320.0,7.7,169.0,33.88,3.0
286,54059,24.9,32431.0,11.2,179.5,46.33,3.0
287,54079,11.0,56102.0,5.7,113.0,17.65,3.0
288,54081,20.2,39998.0,7.3,185.8,41.86,3.0
289,54099,20.0,38676.0,6.9,78.6,36.2,3.0
290,54107,17.9,41205.0,6.2,148.6,13.86,3.0
291,54109,24.3,34525.0,9.2,220.6,56.48,3.0
292,55025,13.7,60326.0,4.7,63.8,13.73,3.0
293,55059,15.8,51929.0,7.6,79.7,19.67,3.0
294,55079,22.4,42058.0,8.4,92.3,18.41,3.0
295,55087,8.6,57124.0,6.1,68.2,5.54,3.0
296,55101,13.3,54403.0,8.3,91.7,15.89,3.0
297,55105,14.3,49157.0,7.7,91.2,15.55,3.0
298,55127,12.9,52610.0,6.8,72.9,13.6,3.0
299,55131,7.0,67276.0,5.7,79.0,15.07,3.0
300,55133,5.8,75652.0,5.5,79.9,8.89,3.0
301,55139,12.6,50469.0,6.4,65.5,6.49,3.0
302,1003,13.0,49626.0,6.1,143.5,8.0,3.0
303,1073,19.5,44852.0,6.3,130.2,22.25,3.0
304,1097,19.6,42943.0,7.7,158.5,4.34,3.0
305,1117,9.6,69432.0,4.5,110.5,6.77,3.0
306,2020,10.0,75200.0,5.2,68.0,10.3,3.0
307,2170,10.7,73981.0,8.1,86.2,11.24,3.0
308,4003,18.7,45025.0,8.4,82.7,12.55,3.0
309,4013,17.1,53929.0,5.8,77.9,6.9,3.0
310,4015,20.8,37704.0,8.7,142.2,21.64,3.0
311,4019,18.7,45871.0,6.0,84.2,15.83,3.0
312,4021,17.6,49876.0,7.0,65.6,5.47,3.0
313,5007,11.9,57408.0,4.6,95.1,6.6,3.0
314,5119,16.1,45698.0,5.5,117.5,5.09,3.0
315,6001,12.5,76996.0,5.8,38.0,3.23,3.0
316,6007,21.9,42302.0,8.6,143.9,6.24,3.0
317,6013,10.5,80338.0,6.2,51.8,4.68,3.0
318,6019,27.5,43338.0,11.6,66.1,7.25,3.0
319,6023,21.0,40581.0,6.7,113.6,21.51,3.0
320,6025,23.6,38737.0,24.0,59.5,6.7,3.0
321,6029,24.5,47451.0,10.4,64.4,8.23,3.0
322,6031,24.9,44490.0,11.9,78.5,7.99,3.0
323,6033,24.3,36333.0,8.9,167.6,24.93,3.0
324,6037,18.7,55686.0,8.3,39.8,2.88,3.0
325,6039,22.3,43171.0,11.2,58.4,6.47,3.0
326,6045,18.8,42840.0,7.0,127.2,17.07,3.0
327,6047,24.8,43818.0,12.8,74.0,4.51,3.0
328,6053,17.0,57428.0,9.0,60.3,2.78,3.0
329,6059,12.9,76061.0,5.5,47.6,7.79,3.0
330,6065,17.1,56877.0,8.2,56.9,6.23,3.0
331,6067,18.1,55803.0,7.3,60.1,3.71,3.0
332,6071,20.4,51951.0,8.0,58.7,2.65,3.0
333,6073,14.7,66034.0,6.4,46.7,7.32,3.0
334,6075,12.1,83788.0,4.4,38.6,10.21,3.0
335,6077,20.7,51527.0,10.5,69.4,9.64,3.0
336,6079,14.5,61775.0,5.6,86.0,6.45,3.0
337,6081,7.5,100806.0,4.2,36.1,2.64,3.0
338,6083,17.4,62116.0,6.1,62.4,4.99,3.0
339,6085,8.5,97219.0,5.2,28.9,2.74,3.0
340,6087,16.1,64257.0,8.7,70.3,16.92,3.0
341,6089,14.7,43661.0,9.6,151.7,11.12,3.0
342,6095,12.3,67106.0,7.5,52.9,6.49,3.0
343,6097,11.3,66949.0,5.6,65.5,6.2,3.0
344,6099,18.1,50917.0,11.2,103.9,3.01,3.0
345,6107,28.1,42360.0,13.1,78.8,3.71,3.0
346,6111,11.5,74967.0,6.6,60.2,7.56,3.0
347,6113,19.5,54509.0,7.5,51.8,5.3,3.0
348,8001,12.9,59316.0,5.7,60.6,13.11,3.0
349,8005,11.2,65359.0,4.9,66.7,9.53,3.0
350,8013,13.3,71546.0,4.1,53.6,5.74,3.0
351,8031,15.9,54872.0,4.8,48.2,14.46,3.0
352,8035,3.7,107250.0,4.0,55.9,5.4,3.0
353,8041,12.2,59286.0,6.0,75.1,10.25,3.0
354,8059,8.3,70687.0,4.5,81.4,9.31,3.0
355,8069,12.8,57659.0,4.3,78.5,9.56,3.0
356,8101,19.0,41382.0,7.3,125.0,17.92,3.0
357,8123,10.5,61501.0,4.5,69.8,6.12,3.0
358,9001,9.0,85336.0,6.2,50.7,8.99,3.0
359,9003,12.2,65809.0,6.8,66.5,15.03,3.0
360,9005,7.7,73413.0,6.0,71.1,23.24,3.0
361,9007,7.9,76365.0,5.7,73.5,20.01,3.0
362,9009,13.0,60387.0,7.2,75.4,14.63,3.0
363,9011,11.1,65813.0,6.8,79.6,16.81,3.0
364,9013,7.5,78653.0,5.8,54.5,16.52,3.0
365,9015,10.3,57547.0,7.3,82.4,23.08,3.0
366,10001,14.1,54271.0,6.4,94.4,18.02,3.0
367,10003,12.3,64632.0,5.5,81.2,10.67,3.0
368,10005,13.9,53316.0,5.8,113.8,12.33,3.0
369,11001,18.4,69992.0,7.8,40.1,8.65,3.0
370,12001,21.6,44325.0,5.2,71.6,4.68,3.0
371,12005,15.6,44800.0,6.3,128.4,12.29,3.0
372,12009,14.5,47973.0,7.0,97.0,5.21,3.0
373,12011,14.5,51485.0,5.9,54.7,5.46,3.0
374,12017,20.1,36383.0,8.6,107.2,8.61,3.0
375,12019,10.9,58539.0,5.8,94.0,8.01,3.0
376,12021,14.3,58403.0,6.0,62.0,10.32,3.0
377,12031,18.2,46013.0,6.7,95.1,9.25,3.0
378,12033,15.3,46139.0,6.4,126.2,8.69,3.0
379,12057,16.8,50758.0,5.8,72.9,9.12,3.0
380,12069,13.8,46895.0,6.4,87.1,4.43,3.0
381,12071,16.0,49147.0,6.0,68.8,9.57,3.0
382,12073,23.3,45463.0,5.5,71.9,4.58,3.0
383,12081,14.1,51673.0,5.7,82.3,21.32,3.0
384,12083,17.8,39860.0,7.3,89.6,5.6,3.0
385,12086,20.4,42754.0,6.7,34.4,3.15,3.0
386,12091,12.4,55952.0,5.2,92.1,9.16,3.0
387,12095,18.2,47069.0,5.8,50.8,11.09,3.0
388,12097,19.3,42945.0,6.7,60.1,10.32,3.0
389,12099,14.9,52225.0,5.9,63.3,4.79,3.0
390,12101,14.7,45219.0,6.7,90.7,9.27,3.0
391,12103,15.2,45162.0,5.8,88.9,7.46,3.0
392,12105,18.1,42768.0,7.2,74.7,3.62,3.0
393,12109,8.2,66560.0,4.7,66.8,7.8,3.0
394,12111,17.3,42722.0,8.0,72.9,3.78,3.0
395,12113,11.2,58587.0,5.5,111.7,6.73,3.0
396,12115,10.8,52109.0,5.8,85.1,9.07,3.0
397,12117,11.8,56443.0,5.7,59.3,9.94,3.0
398,12127,17.7,40881.0,6.8,86.9,10.84,3.0
399,13015,14.3,51440.0,7.1,112.1,9.83,3.0
400,13021,28.2,36014.0,8.0,145.4,6.5,3.0
401,13045,22.9,43442.0,8.2,126.1,14.02,3.0
402,13051,17.9,50154.0,7.3,91.7,6.0,3.0
403,13057,9.3,71168.0,5.5,71.3,9.52,3.0
404,13063,22.9,42985.0,9.3,51.6,5.61,3.0
405,13067,13.0,66970.0,5.9,65.0,6.29,3.0
406,13073,9.5,68067.0,5.8,88.6,7.9,3.0
407,13089,20.4,50597.0,7.2,48.6,3.74,3.0
408,13097,14.2,54581.0,7.4,101.7,12.25,3.0
409,13113,6.9,79069.0,6.1,87.8,11.85,3.0
410,13117,6.3,86413.0,5.2,57.6,10.77,3.0
411,13121,17.4,55516.0,7.0,52.3,9.23,3.0
412,13135,13.4,59858.0,6.0,49.4,4.67,3.0
413,13139,16.8,52238.0,5.9,98.9,5.24,3.0
414,13151,13.7,60388.0,7.2,85.8,5.61,3.0
415,13223,10.7,63964.0,6.1,63.0,19.46,3.0
416,13245,26.0,36012.0,8.7,102.0,7.45,3.0
417,13285,19.5,41141.0,7.3,113.2,14.39,3.0
418,13297,15.6,52082.0,6.4,113.4,11.41,3.0
419,13299,28.8,34288.0,7.9,211.6,33.79,3.0
420,15003,9.8,73985.0,4.1,38.0,3.43,3.0
421,15009,13.1,64916.0,4.5,57.8,7.36,3.0
422,16001,11.6,57908.0,4.1,81.5,8.21,3.0
423,17019,22.6,47966.0,6.0,72.0,10.62,3.0
424,17031,17.1,55058.0,7.5,45.2,9.02,3.0
425,17043,7.9,80037.0,5.8,51.3,6.97,3.0
426,17089,10.7,72131.0,6.8,46.0,4.55,3.0
427,17091,14.7,56326.0,7.9,86.0,10.77,3.0
428,17097,9.5,78001.0,6.4,57.5,8.51,3.0
429,17099,13.6,51205.0,8.1,91.9,9.89,3.0
430,17111,6.9,76856.0,6.6,72.7,7.81,3.0
431,17113,14.3,60460.0,5.4,64.2,9.19,3.0
432,17119,13.1,54375.0,7.0,116.5,27.01,3.0
433,17143,16.7,52448.0,7.6,87.6,10.14,3.0
434,17163,19.1,50155.0,7.8,79.5,9.78,3.0
435,17167,15.3,55371.0,5.9,111.1,14.07,3.0
436,17179,9.1,60490.0,6.7,99.8,11.79,3.0
437,17183,19.0,42036.0,8.4,107.1,12.54,3.0
438,17197,8.1,75176.0,7.6,58.4,8.9,3.0
439,17201,16.9,47708.0,8.2,102.5,19.06,3.0
440,18003,15.2,48651.0,5.7,85.8,3.55,3.0
441,18035,22.2,39449.0,7.0,129.0,18.79,3.0
442,18039,13.9,50192.0,5.1,84.7,4.95,3.0
443,18043,11.6,53186.0,5.1,152.6,18.38,3.0
444,18059,6.9,68334.0,5.2,80.0,16.67,3.0
445,18089,17.6,50774.0,7.9,89.2,6.73,3.0
446,18095,16.7,44730.0,7.1,126.0,13.84,3.0
447,18097,21.3,42700.0,6.5,84.7,7.49,3.0
448,18127,10.0,63030.0,6.2,100.8,18.55,3.0
449,18141,17.2,46388.0,6.5,90.6,9.72,3.0
450,19103,15.9,59946.0,3.1,40.0,10.54,3.0
451,19113,9.3,62700.0,4.4,80.4,9.64,3.0
452,19153,13.1,61028.0,4.2,94.0,5.22,3.0
453,19163,12.2,54959.0,5.2,83.2,6.42,3.0
454,20091,6.6,76104.0,3.8,73.7,6.79,3.0
455,20103,10.9,65549.0,5.0,52.8,12.69,3.0
456,20173,14.7,51175.0,5.4,109.2,6.09,3.0
457,20177,15.0,52795.0,4.8,118.6,6.73,3.0
458,21015,8.0,66939.0,5.2,97.5,20.57,3.0
459,21019,23.1,40224.0,7.5,113.7,26.62,3.0
460,21029,12.3,54924.0,5.8,69.3,29.5,3.0
461,21037,13.2,52349.0,5.2,96.5,39.2,3.0
462,21067,19.8,48552.0,4.8,73.6,21.56,3.0
