,FIPS,Poverty Rate,Income,Unemployment Rate,Prescription Rate,Death Rate
71,12011,14.5,51485,5.9,54.7,5.46
72,12017,20.1,36383,8.6,107.2,8.61
73,12019,10.9,58539,5.8,94.0,8.01
74,12021,14.3,58403,6,62.0,10.32
75,12031,18.2,46013,6.7,95.1,9.25
76,12033,15.3,46139,6.4,126.2,8.69
77,12057,16.8,50758,5.8,72.9,9.12
78,12069,13.8,46895,6.4,87.1,4.43
79,12071,16,49147,6,68.8,9.57
80,12073,23.3,45463,5.5,71.9,4.58
81,12081,14.1,51673,5.7,82.3,21.32
82,12083,17.8,39860,7.3,89.6,5.6
83,12086,20.4,42754,6.7,34.4,3.15
84,12091,12.4,55952,5.2,92.1,9.16
85,12095,18.2,47069,5.8,50.8,11.09
86,12097,19.3,42945,6.7,60.1,10.32
87,12099,14.9,52225,5.9,63.3,4.79
88,12101,14.7,45219,6.7,90.7,9.27
89,12103,15.2,45162,5.8,88.9,7.46
90,12105,18.1,42768,7.2,74.7,3.62
91,12109,8.2,66560,4.7,66.8,7.8
92,12111,17.3,42722,8,72.9,3.78
93,12113,11.2,58587,5.5,111.7,6.73
94,12115,10.8,52109,5.8,85.1,9.07
95,12117,11.8,56443,5.7,59.3,9.94
96,12127,17.7,40881,6.8,86.9,10.84
97,13015,14.3,51440,7.1,112.1,9.83
98,13021,28.2,36014,8,145.4,6.5
99,13045,22.9,43442,8.2,126.1,14.02
100,13051,17.9,50154,7.3,91.7,6.0
101,13057,9.3,71168,5.5,71.3,9.52
102,13063,22.9,42985,9.3,51.6,5.61
103,13067,13,66970,5.9,65.0,6.29
104,13073,9.5,68067,5.8,88.6,7.9
105,13089,20.4,50597,7.2,48.6,3.74
106,13097,14.2,54581,7.4,101.7,12.25
107,13113,6.9,79069,6.1,87.8,11.85
108,13117,6.3,86413,5.2,57.6,10.77
109,13121,17.4,55516,7,52.3,9.23
110,13135,13.4,59858,6,49.4,4.67
111,13139,16.8,52238,5.9,98.9,5.24
112,13151,13.7,60388,7.2,85.8,5.61
113,13223,10.7,63964,6.1,63.0,19.46
114,13245,26,36012,8.7,102.0,7.45
115,13285,19.5,41141,7.3,113.2,14.39
116,13297,15.6,52082,6.4,113.4,11.41
117,13299,28.8,34288,7.9,211.6,33.79
118,15003,9.8,73985,4.1,38.0,3.43
119,15009,13.1,64916,4.5,57.8,7.36
120,16001,11.6,57908,4.1,81.5,8.21
121,17019,22.6,47966,6,72.0,10.62
122,17031,17.1,55058,7.5,45.2,9.02
123,17043,7.9,80037,5.8,51.3,6.97
124,17089,10.7,72131,6.8,46.0,4.55
125,17091,14.7,56326,7.9,86.0,10.77
126,17097,9.5,78001,6.4,57.5,8.51
127,17099,13.6,51205,8.1,91.9,9.89
128,17111,6.9,76856,6.6,72.7,7.81
129,17113,14.3,60460,5.4,64.2,9.19
130,17119,13.1,54375,7,116.5,27.01
131,17143,16.7,52448,7.6,87.6,10.14
132,17163,19.1,50155,7.8,79.5,9.78
133,17167,15.3,55371,5.9,111.1,14.07
134,17179,9.1,60490,6.7,99.8,11.79
135,17183,19,42036,8.4,107.1,12.54
136,17197,8.1,75176,7.6,58.4,8.9
137,17201,16.9,47708,8.2,102.5,19.06
138,18003,15.2,48651,5.7,85.8,3.55
139,18035,22.2,39449,7,129.0,18.79
140,18039,13.9,50192,5.1,84.7,4.95
141,18043,11.6,53186,5.1,152.6,18.38
142,18059,6.9,68334,5.2,80.0,16.67
143,18089,17.6,50774,7.9,89.2,6.73
144,18095,16.7,44730,7.1,126.0,13.84
145,18097,21.3,42700,6.5,84.7,7.49
146,18127,10,63030,6.2,100.8,18.55
147,18141,17.2,46388,6.5,90.6,9.72
148,19103,15.9,59946,3.1,40.0,10.54
149,19113,9.3,62700,4.4,80.4,9.64
150,19153,13.1,61028,4.2,94.0,5.22
151,19163,12.2,54959,5.2,83.2,6.42
152,20091,6.6,76104,3.8,73.7,6.79
153,20103,10.9,65549,5,52.8,12.69
154,20173,14.7,51175,5.4,109.2,6.09
155,20177,15,52795,4.8,118.6,6.73
156,21015,8,66939,5.2,97.5,20.57
157,21019,23.1,40224,7.5,113.7,26.62
158,21029,12.3,54924,5.8,69.3,29.5
159,21037,13.2,52349,5.2,96.5,39.2
160,21067,19.8,48552,4.8,73.6,21.56
161,21071,31.1,30127,10.3,263.1,47.23
162,21081,16.9,46226,6.5,127.2,40.2
163,21093,14.3,50407,6.2,88.7,10.16
164,21111,16.8,48264,6,95.5,12.1
165,21117,15.5,54728,5.5,80.4,29.28
166,21145,17.5,41216,7,190.8,21.43
167,21151,19.7,44358,5.4,96.1,25.19
168,21195,27.4,32666,10.5,263.1,31.73
169,21197,26.7,32783,8.5,149.0,88.47
170,21207,26.3,33623,10.2,169.8,67.51
171,21227,18.3,48925,5.6,107.4,8.3
172,21235,29.8,31086,8.7,300.1,36.62
173,22005,13.7,67299,5.3,110.1,8.54
174,22033,18.4,46831,5.7,103.8,5.83
175,22051,15.8,47024,6,119.5,14.92
176,22071,27.9,35468,6.9,71.9,8.07
177,22103,11.2,63441,5.7,119.1,21.15
178,23001,15.4,46701,5.4,92.0,18.62
179,23005,10.8,61436,4.4,71.3,11.81
180,23011,13.8,45556,5.4,117.2,13.21
181,23019,18,42728,6.1,83.7,10.43
182,23031,11.2,55482,5.1,79.8,15.94
183,24003,6.7,86654,5.1,78.2,4.46
184,24005,9.8,67766,6.1,83.1,3.99
185,24015,10.6,62198,6.6,83.8,12.7
186,24025,8,79403,5.7,85.3,5.2
187,24031,7.2,97279,4.4,39.7,2.04
188,24033,10.3,71904,6.1,45.4,2.32
189,24510,23.3,41895,8.6,66.6,5.94
190,25001,8.9,64150,7.2,77.7,22.33
191,25003,13,49890,6.6,82.5,18.65
192,25005,12.4,57732,7.4,88.1,24.72
193,25009,10.7,70074,6,59.2,21.84
194,25011,12,53953,5.3,62.9,14.11
195,25013,17.7,49072,7.6,83.9,10.68
196,25015,15,57737,5.3,70.3,11.81
197,25017,8.9,84026,4.7,43.2,14.58
198,25021,6.5,90039,5,52.3,16.03
199,25023,8.5,74576,6,67.6,17.36
200,25025,21.5,54280,5.3,40.8,15.25
201,25027,11.5,65217,6.1,66.6,14.38
202,26005,11.4,54232,5.4,66.3,15.81
203,26025,15.4,45916,6.3,127.2,18.54
204,26045,9.8,57088,5.7,110.6,10.13
205,26049,21.5,41787,7.9,138.8,8.72
206,26065,20.1,45840,6.2,86.0,15.81
207,26067,15.2,48681,6.2,68.5,21.77
208,26077,18.9,46283,5.6,84.8,11.2
209,26081,15.3,53342,5,87.4,7.47
210,26093,6.1,74341,6.3,67.2,19.94
211,26099,12.3,54865,7.9,107.8,15.46
212,26115,10.4,57719,6.1,107.6,16.69
213,26121,20,42588,7.7,151.3,23.21
214,26125,10,69378,6.5,81.6,2.34
215,26139,9.1,60577,4.8,67.5,8.32
216,26147,13.8,50303,9.6,117.5,15.62
217,26161,14.3,62861,4.9,55.5,15.41
218,26163,24.1,41434,9.6,101.7,14.68
219,27003,7.6,70868,4.1,61.6,5.27
220,27037,7.3,76269,3.8,59.3,3.88
221,27053,13,64490,3.8,47.8,7.59
222,27109,9.8,69430,3.4,36.5,7.32
223,27123,16.5,55070,4,48.9,4.88
224,27137,17,49714,5.1,80.6,12.94
225,27141,7.2,76512,4.5,52.8,10.97
226,27163,6,84113,3.6,60.7,5.21
227,28033,10.1,58479,5.3,109.4,10.53
228,29037,10.5,60970,5.7,117.9,9.91
229,29047,9.1,61598,5.4,101.2,6.42
230,29071,11.8,51978,6.5,115.2,18.61
231,29077,20.6,40386,4.9,127.0,11.19
232,29095,16.5,46185,7.1,88.3,9.81
233,29099,10.6,58976,6.2,90.7,26.04
234,29183,6.8,74220,4.8,81.2,13.97
235,29187,20.3,40376,7.6,197.9,16.68
236,29189,9.6,60093,5.8,75.3,15.87
237,29510,28.8,35681,7.6,60.8,32.13
238,31055,14,52842,3.6,72.3,4.97
239,32003,15.6,51241,8,85.3,13.19
240,32031,15.4,52862,7.6,98.0,12.04
241,33001,10,59831,4.2,87.0,16.58
242,33005,11.8,56008,4,79.2,17.08
243,33007,14.9,42491,5.7,93.9,34.75
244,33009,11.6,56353,3.4,87.1,14.5
245,33011,8.7,71233,4.5,70.1,22.71
246,33013,9.5,62429,3.8,90.4,24.46
247,33015,6.1,79653,4.6,76.0,19.63
248,33017,11.8,58577,4,95.0,33.44
249,34001,15.1,54208,10.6,84.7,17.44
250,34003,7.6,84309,5.4,44.4,6.64
251,34005,7.2,80479,6.4,73.9,5.11
252,34009,13,55409,12.2,96.8,14.68
253,34011,19.5,45438,9.9,98.0,15.25
254,34013,16.7,54603,8,43.0,8.04
255,34017,17.7,57720,6.4,38.6,5.98
256,34021,11.8,73750,5.9,59.6,8.88
257,34023,8.3,77330,6.1,45.8,11.84
258,34025,8.2,87220,6.1,61.8,11.28
259,34027,5,100511,5,45.9,8.0
260,34029,11.9,62937,7.4,72.6,8.19
261,34031,18.2,58030,8.3,50.8,7.86
262,34035,5,100194,5.2,38.7,7.22
263,34037,6.2,82048,6.4,63.7,8.28
264,34039,11.1,68172,7,45.2,6.15
265,34041,8.3,71294,6.3,77.5,13.09
266,35001,18.7,47192,6.2,74.7,19.98
267,35013,27.9,38974,7.3,51.3,11.23
268,35015,14.1,57007,4.4,98.9,17.73
269,35025,16.6,58994,4.4,79.4,14.29
270,35035,20.2,41736,6.3,62.4,19.97
271,35039,24.1,34902,8.8,93.7,85.48
272,35043,12.6,56142,7.2,57.4,16.71
273,35045,21,47520,6.4,66.1,10.5
274,35049,14.2,52628,5.4,90.4,27.0
275,35061,24.5,40591,7.9,90.2,19.78
276,36005,31.5,33687,9.8,32.5,7.02
277,36007,17.2,46283,6.6,71.6,13.17
278,36013,19.3,41757,6.8,81.7,10.6
279,36027,10.2,70925,5.3,57.7,12.48
280,36029,15.2,50134,6.1,73.7,12.03
281,36045,15.1,49781,7.6,27.3,10.91
282,36047,23.4,47547,7.6,24.4,5.99
283,36055,14.2,51371,5.8,51.9,11.07
284,36059,6.7,98312,4.8,44.6,10.45
285,36061,17.7,75459,6.1,42.7,6.48
286,36063,13.4,49274,7,80.8,11.24
287,36065,17.7,48350,6.1,58.7,15.46
288,36067,16.1,52892,5.6,46.2,11.96
289,36069,11.5,58473,5.2,56.1,9.12
290,36071,13.4,69228,5.5,61.4,16.49
291,36075,19.6,46926,8.1,44.8,12.41
292,36081,15.4,56866,6.4,25.6,4.74
293,36085,14.5,70299,7.4,49.1,15.0
294,36087,14.7,83162,5.2,35.3,4.63
295,36089,18.9,43518,7.8,26.9,8.98
296,36103,7.7,85886,5.4,54.7,13.64
297,36105,16.3,48908,6.6,79.8,26.34
298,36109,18.7,51880,4.4,42.5,13.37
299,36119,10.4,83152,5.1,36.9,7.2
300,37001,17.9,41296,5.7,96.0,8.99
301,37019,15.7,47387,7.9,123.7,15.15
302,37021,13.9,47296,4.7,95.6,9.18
303,37023,20.5,39275,6.2,159.3,20.11
304,37025,12.2,55250,5.8,110.3,8.85
305,37027,18.8,38653,7.3,148.9,12.27
306,37031,14.7,48824,6.2,119.1,18.89
307,37035,16.2,45080,6.4,142.6,13.59
308,37049,16.4,43972,6.9,129.0,9.57
309,37051,17.6,42582,8.1,96.5,10.42
310,37057,16.9,43346,6.3,84.5,17.68
311,37063,16.6,50745,5.1,57.8,5.09
312,37067,19.7,45944,6,92.6,11.77
313,37071,16.7,42056,6.8,138.1,17.05
314,37081,17.3,44828,6.6,88.9,8.2
315,37085,20.5,45380,7.4,93.7,8.68
316,37089,12.9,47286,5.1,94.0,9.0
317,37097,12.7,54026,6.3,116.4,13.2
318,37101,15.3,50055,5.7,74.8,6.06
319,37119,15.2,59049,6,63.7,6.72
320,37129,18,49905,5.9,119.1,11.1
321,37133,14.3,47201,6.1,86.1,8.0
322,37147,23.4,41765,6.5,94.0,10.84
323,37151,16.7,41770,6.6,79.8,8.4
324,37155,33.1,30414,9.5,141.1,12.62
325,37159,18,44973,7.1,96.4,15.87
326,37163,29,33876,6.5,95.4,23.42
327,37171,18.9,37915,6.2,191.5,20.56
328,37179,10.8,64381,5.3,76.6,7.32
329,37183,11.5,66950,4.9,61.3,5.41
330,37193,23.4,33398,6.6,100.2,42.13
331,37197,17.2,40801,5.7,74.4,31.75
332,38017,11.3,53755,2.4,42.7,5.99
333,39001,24.8,34116,9.2,91.8,35.55
334,39007,21.5,39757,7.2,86.9,20.17
335,39015,15,46484,7.5,102.4,22.67
336,39017,14.4,58558,5.6,93.4,37.15
337,39023,18.2,42029,5.8,115.7,24.17
338,39025,11.2,62158,5.5,100.2,37.21
339,39029,15.9,42645,6.5,99.0,9.46
340,39035,19.6,44138,6.2,70.1,18.26
341,39041,4.8,97802,4.1,62.0,5.82
342,39043,13.9,49234,6.4,107.8,14.51
343,39045,9.6,59921,5.2,86.2,7.31
344,39049,17.3,53164,4.9,88.5,13.89
345,39055,7.8,72264,5,61.2,11.67
346,39057,13.2,59382,5.3,91.1,13.43
347,39059,17.2,41940,6.7,116.4,25.26
348,39061,17.6,48973,5.5,86.4,28.14
349,39063,12.7,51498,4.5,73.1,13.27
350,39077,13.4,47824,8,114.9,23.84
351,39085,8.9,58697,5.5,85.0,19.63
352,39089,13.5,57308,5.3,76.6,9.45
353,39093,14.7,52331,6.4,86.1,19.72
354,39095,20.7,42344,6.4,112.1,21.59
355,39099,18.9,41316,6.7,112.3,18.87
356,39101,21.3,42240,6,115.9,35.0
357,39103,7,68405,5,73.1,9.09
358,39109,10.6,51868,5.4,80.5,15.4
359,39113,19.7,42994,6.2,111.8,28.89
360,39133,14.2,52047,5.9,67.9,18.53
361,39139,15.9,41948,6.6,87.9,21.32
362,39141,19.2,42466,6.4,116.5,33.7
363,39145,27.2,37625,8.8,124.5,15.53
364,39147,17.5,45003,5.8,85.3,17.96
365,39151,14.9,47745,5.8,111.5,15.17
366,39153,13.4,50453,5.9,91.4,19.01
367,39155,17.2,43160,7.3,105.6,24.37
368,39165,5.8,72973,5,76.4,12.63
369,39173,13.5,54996,5.2,55.5,9.26
370,40017,7.7,68421,3.5,101.1,10.03
371,40021,20.6,38027,6,116.1,22.76
372,40027,12.6,58205,3.7,93.8,9.63
373,40031,18.6,46071,4.7,80.0,16.8
374,40037,15.8,46614,5,136.6,24.07
375,40041,18.8,36424,5.8,90.2,24.13
376,40101,22.2,41015,5.7,127.7,24.3
377,40109,17.9,48226,4.2,126.5,10.83
378,40121,21.7,39900,6.1,170.7,24.65
379,40131,10,56465,4.2,120.9,13.36
380,40143,14.8,50507,4.3,144.1,12.71
381,40145,9.8,58921,4.2,77.3,18.49
382,41005,9.5,65555,6.1,86.9,7.85
383,41029,18.1,44835,8.4,124.5,6.66
384,41039,18.4,44976,6.9,123.4,9.21
385,41043,19.1,44358,8.1,127.0,15.92
386,41047,17.7,48554,7.4,78.4,3.37
387,41051,18.6,53519,5.9,65.3,10.56
388,41067,12.5,66315,5.6,60.1,5.51
389,42003,13.1,52385,5.4,84.2,19.49
390,42005,13.8,44326,6.4,83.9,19.18
391,42007,11.7,51041,6.5,85.8,11.22
392,42011,14.3,55936,5.5,65.8,9.19
393,42017,6.6,77823,5.2,75.3,3.35
394,42019,8.9,60851,5.1,78.0,11.83
395,42021,15.3,42703,7,109.2,7.26
396,42027,17.9,51573,4.3,54.9,6.3
397,42029,7.3,85613,4.2,57.3,2.15
398,42041,9.1,62692,4.5,79.6,5.33
399,42043,13.4,52967,5.3,76.8,6.26
400,42045,11,62867,5.5,82.2,5.86
401,42049,16.4,45476,6.2,93.2,8.62
402,42051,20.2,36902,7.9,134.9,24.61
403,42055,11.9,50434,5.4,83.7,11.77
404,42069,15.4,45098,6.6,123.4,14.57
405,42071,10.5,57369,4.6,65.1,5.06
406,42073,13.2,44903,6.2,114.2,21.4
407,42075,10.9,53861,5,66.2,7.33
408,42077,12.8,58283,6.1,53.7,5.03
409,42085,14.6,43559,5.9,124.2,9.57
410,42089,13.3,59492,7.5,87.9,10.82
411,42091,7.1,79576,4.7,65.9,11.75
412,42095,10,61510,5.9,77.4,6.65
413,42101,25.8,39037,8.1,80.0,2.5
414,42107,13.5,43169,7.1,88.1,12.35
415,42115,12.8,49552,5.9,65.7,35.78
416,42125,10.7,55796,5.8,83.6,13.93
417,42129,10.1,53536,5.7,83.6,4.73
418,42133,10.2,58471,5.4,72.3,11.12
419,44001,8,68246,6.7,54.7,20.38
420,44003,9.3,61923,7.2,87.8,17.56
421,44007,18.3,47278,8.1,70.6,20.25
422,44009,10.4,70705,7.2,73.5,21.32
423,45003,16.6,48537,6.5,97.9,13.35
424,45007,16.7,43124,6,102.7,16.08
425,45013,12.9,55427,5.7,70.7,5.69
426,45015,13.7,52436,6,64.7,9.59
427,45019,16.8,52752,5.2,91.0,8.4
428,45041,19.5,42232,7.2,147.5,11.49
429,45043,19.6,44283,8.6,105.3,16.45
430,45045,14.7,49659,5.3,104.0,13.05
431,45047,22.1,38878,6.9,137.4,15.82
432,45051,17.6,42830,7.4,129.8,16.06
433,45063,13.8,54098,5.1,105.5,13.31
434,45073,17.5,39548,6.3,141.1,23.94
435,45077,19.5,41375,6.3,114.8,20.77
436,45079,16.1,49782,6,74.7,8.47
437,45083,17.7,44050,6.4,125.4,10.22
438,45091,14.6,54196,6.3,85.7,11.41
439,46099,11.5,55107,3,76.4,6.56
440,47001,15.6,46689,6.8,180.3,14.56
441,47009,14.7,47175,6,110.1,11.87
442,47011,17.5,43065,6.1,148.9,16.51
443,47013,22.7,33333,9.3,244.1,35.07
444,47021,12.7,51475,5.5,101.0,37.72
445,47035,16.6,40839,8,153.6,17.25
446,47037,19.9,48195,5,95.8,14.51
447,47059,17.7,36740,8.1,144.0,20.49
448,47063,23.4,37410,7.4,199.9,30.14
449,47065,15.9,48380,6.2,136.1,10.25
450,47093,17.7,47199,5.4,117.9,20.95
451,47105,13.6,53945,6.7,119.2,19.7
452,47119,15.5,51303,5.9,155.9,14.03
453,47125,13.9,50935,6.7,95.8,12.11
454,47141,20.8,37693,6.9,156.1,21.57
455,47145,18,43269,7.6,167.3,20.85
456,47149,14.7,53799,5.2,106.1,8.31
457,47157,23,44015,7.6,79.2,11.4
458,47163,18.5,38840,6.7,189.7,14.01
459,47179,16.7,43212,6.3,121.0,11.09
460,47187,5.6,97936,4.5,62.2,6.82
461,47189,10.1,60955,5.3,106.0,12.76
462,48029,18.3,50699,4.7,64.5,4.8
463,48039,9.9,73788,5.1,71.1,4.14
464,48085,7,86634,4.5,61.9,3.61
465,48113,19.3,50118,5.4,59.8,6.55
466,48121,8.7,74569,4.4,66.9,2.52
467,48135,12.8,55555,3.4,92.4,8.45
468,48141,23.4,40081,6.4,39.6,3.96
469,48157,8.8,88516,4.5,44.2,3.36
470,48167,14.3,58333,5.6,92.4,5.73
471,48201,17.3,54230,5,55.1,5.07
472,48245,21.2,41147,8.3,102.0,5.95
473,48257,13.8,57585,5.1,88.3,10.79
474,48303,17.7,45719,3.9,94.2,5.44
475,48329,9.9,74811,2.9,81.0,7.06
476,48339,10.9,70929,4.4,75.5,2.51
477,48355,16.8,51222,5.1,92.1,9.54
478,48439,15.2,58127,5,76.0,4.57
479,48453,16.7,61779,4.1,61.1,2.17
480,48479,32.3,37935,5.1,30.2,4.87
481,48485,19.3,43379,4.9,119.1,7.56
482,49005,14.2,51735,3.2,66.7,8.45
483,49011,7.2,70797,3.6,72.9,9.71
484,49035,11.9,62536,3.7,80.2,15.11
485,49045,8.1,64193,4.8,81.5,17.86
486,49049,12.6,60957,3.5,64.5,10.7
487,49053,12.9,50169,4.4,96.1,9.21
488,49057,12.3,59293,4.4,90.7,15.39
489,50007,11,61908,3,43.6,8.72
490,51041,8.3,72972,5.1,77.9,6.62
491,51047,11,62394,5,79.3,24.41
492,51059,6.7,110507,4.2,33.7,4.66
493,51069,7.7,65485,4.7,62.9,19.42
494,51085,6.1,81940,4.6,102.0,10.79
495,51087,11,62446,5.1,81.0,8.39
496,51107,3.9,122641,4.3,40.9,6.61
497,51153,7.2,91886,4.9,44.0,6.5
498,51155,14.7,46186,6.1,142.6,29.14
499,51161,8.2,61935,4.6,98.6,15.99
500,51177,9.2,75714,5.4,83.2,7.74
501,51185,19.2,38292,8.1,231.1,25.32
502,51550,9.8,66625,5.3,74.8,7.28
503,51700,16.7,48440,6.3,73.5,8.74
504,51710,23.4,42567,6.4,74.1,10.19
505,51740,18.3,43045,7.3,120.6,15.62
506,51760,25,42074,6.2,67.8,18.82
507,51810,8.6,67676,4.9,68.4,7.76
508,53005,14.6,58750,7.5,110.5,9.65
509,53011,9.9,61747,7,67.5,9.09
510,53015,20.6,44235,8.1,105.6,16.64
511,53029,10.3,59358,6.6,46.6,12.61
512,53033,11.3,75738,4.7,55.5,10.38
513,53035,11.2,61898,6.1,71.2,6.69
514,53053,13.1,60397,7,72.9,9.98
515,53061,9.9,71890,5.2,83.5,12.64
516,53063,16.3,50083,7,92.5,5.99
517,53067,11.9,61653,6.5,71.6,6.02
518,53073,15.7,53733,6.6,79.3,6.72
519,53077,20.5,44342,8.7,78.0,5.65
520,54003,13.2,56737,5.5,115.3,32.58
521,54005,22.1,37625,9.3,192.1,92.77
522,54011,21.9,34887,5.5,148.8,45.31
523,54019,21.4,36739,8.4,95.4,33.24
524,54025,21.1,36996,6.9,148.4,31.03
525,54029,12.9,48178,8,152.0,39.85
526,54033,13.9,42121,5.4,130.3,23.27
527,54037,10.2,66950,4.7,88.6,17.95
528,54039,16.8,43936,5.9,155.2,38.38
529,54045,20.2,36437,10.5,263.0,56.58
530,54053,20.6,35799,9.4,118.3,44.42
531,54055,20.5,35046,7.6,160.5,56.65
532,54059,28.1,29839,12,181.3,89.44
533,54061,22.5,43835,4.4,78.2,12.56
534,54081,17.7,40270,7.2,164.6,43.46
535,54099,20,37242,6.9,82.5,43.77
536,54107,17.2,41932,6,152.3,22.03
537,54109,22.8,34419,9.5,218.2,84.08
538,55009,12,54141,4.8,73.6,4.68
539,55025,13.4,61937,3.7,62.4,12.01
540,55055,10.6,56365,5,73.2,11.85
541,55059,15.4,53945,6,75.8,20.82
542,55079,22,42946,6.9,89.7,21.23
543,55087,10,59377,4.8,66.7,6.59
544,55101,13.1,54782,6.6,89.1,17.93
545,55105,14.9,51237,6.1,89.5,13.65
546,55127,13.7,52852,5.5,72.4,13.52
547,55131,5.9,69346,4.5,76.1,12.01
548,55133,5.8,76584,4.4,76.9,9.11
549,55139,12.1,52711,5.2,64.2,14.16
550,56025,10.4,57427,4,89.3,17.15
