,Unnamed: 0,FIPS,Poverty Rate,Income,Unemployment Rate,Prescription Rate,Death Rate,Strata
3996,224,55073,10.4,56223.0,3.6,49.9,8.11,5.0
349,349,49011,7.0,66220.0,6.6,81.5,6.62,1.0
4634,862,51047,9.9,69318.0,3.6,53.3,42.9,5.0
3655,826,34029,11.0,62276.0,5.2,66.5,28.86,4.0
2575,689,41051,18.6,53519.0,5.9,65.3,10.56,3.0
2908,79,20091,5.5,83007.0,3.4,70.0,4.65,4.0
2879,50,17111,8.1,80513.0,5.4,65.5,13.01,4.0
4139,367,15003,8.3,80947.0,2.3,29.4,3.34,5.0
1004,61,26155,14.5,46811.0,10.7,97.6,15.75,2.0
2613,727,45013,12.9,55427.0,5.7,70.7,5.69,3.0
3698,869,36119,10.0,89380.0,4.3,35.0,13.03,4.0
3708,879,37047,24.6,35290.0,6.4,177.8,21.24,4.0
522,522,18089,17.7,45252.0,10.8,92.6,2.42,1.0
747,747,48091,11.9,61573.0,7.0,98.1,10.14,1.0
4072,300,9007,6.8,81533.0,4.1,54.5,26.31,5.0
3614,785,28047,20.5,42988.0,5.5,125.7,10.33,4.0
1599,656,42071,11.6,54748.0,6.5,67.3,1.9,2.0
2700,814,53033,11.3,75738.0,4.7,55.5,10.38,3.0
1059,116,36081,16.0,53124.0,8.1,28.9,4.0,2.0
3768,939,39061,16.0,53344.0,4.4,72.2,37.57,4.0
1489,546,34027,4.7,95236.0,7.1,49.2,8.63,2.0
3229,400,47167,14.4,54077.0,7.1,105.5,17.78,4.0
1497,554,35039,22.0,36900.0,9.3,100.7,62.01,2.0
3988,216,55009,9.8,58449.0,3.6,65.2,7.68,5.0
1717,774,1097,20.3,42278.0,8.5,164.2,4.83,2.0
67,67,9013,6.7,78471.0,6.6,54.6,6.56,1.0
912,912,13051,22.5,42383.0,10.0,99.8,3.68,1.0
1936,50,34027,4.9,99950.0,6.2,47.2,5.41,3.0
994,51,25027,11.6,60396.0,7.7,74.3,10.11,2.0
1849,906,21015,8.7,65274.0,6.6,106.3,23.3,2.0
1060,117,36085,12.5,69436.0,9.2,60.6,12.54,2.0
3368,539,6067,16.3,59728.0,5.4,50.3,2.64,4.0
3459,630,13117,5.7,101804.0,4.2,51.2,5.88,4.0
2282,396,12115,10.8,52109.0,5.8,85.1,9.07,3.0
684,684,39141,19.3,41318.0,11.9,164.2,19.22,1.0
4153,381,17097,7.7,86242.0,4.6,47.5,7.82,5.0
4093,321,12057,15.5,54741.0,3.9,60.0,12.42,5.0
1314,371,9001,8.9,79536.0,7.8,54.5,3.96,2.0
79,79,12053,13.1,40352.0,13.3,127.5,11.05,1.0
592,592,29161,18.0,39765.0,9.0,180.4,22.15,1.0
850,850,6083,15.4,59494.0,9.4,69.4,2.81,1.0
3202,373,45079,15.8,51065.0,5.7,70.8,8.35,4.0
4223,451,21179,9.8,58960.0,4.4,85.2,30.67,5.0
2032,146,40017,7.3,63889.0,4.1,113.4,10.31,3.0
1002,59,26121,20.0,38482.0,11.4,152.3,12.26,2.0
2386,500,25021,6.5,90039.0,5.0,52.3,16.03,3.0
4073,301,9009,11.0,66764.0,5.1,54.2,30.1,5.0
1203,260,50021,12.9,46542.0,6.8,96.0,16.32,2.0
203,203,32510,14.1,52548.0,11.1,149.9,25.27,1.0
620,620,36005,30.0,32674.0,12.0,36.5,4.91,1.0
771,771,51153,6.1,91290.0,6.1,46.8,2.74,1.0
2579,693,42007,11.7,51041.0,6.5,85.8,11.22,3.0
4381,609,36075,16.3,52732.0,6.5,54.0,14.35,5.0
1396,453,18141,16.6,45248.0,9.5,100.5,6.76,2.0
1252,309,54109,25.6,32851.0,8.8,218.3,123.83,2.0
1284,341,6037,19.1,52929.0,10.9,41.8,2.34,2.0
1412,469,21081,17.1,46103.0,9.0,159.6,49.01,2.0
4350,578,35001,14.6,51091.0,5.2,59.6,17.44,5.0
2265,379,12057,16.8,50758.0,5.8,72.9,9.12,3.0
509,509,17031,16.8,51457.0,10.9,46.0,6.83,1.0
1361,418,13077,12.6,61153.0,8.0,94.5,8.4,2.0
4391,619,36119,8.5,90483.0,4.5,30.9,12.04,5.0
1200,257,49053,15.7,46001.0,8.9,97.6,10.59,2.0
2839,10,12105,17.3,44024.0,6.3,69.7,5.08,4.0
4190,418,18149,17.1,46940.0,4.4,104.5,61.15,5.0
1436,493,25009,12.1,67408.0,7.1,65.3,11.78,2.0
545,545,21117,13.3,51049.0,9.8,106.3,15.03,1.0
4106,334,12099,11.8,60059.0,4.2,53.4,25.76,5.0
3891,119,47155,15.1,45251.0,4.9,114.9,17.59,5.0
3639,810,33015,4.2,82016.0,3.0,63.1,30.67,4.0
2099,213,47187,5.5,93241.0,5.2,61.8,5.53,3.0
1217,274,51740,18.0,41910.0,9.4,106.2,10.45,2.0
2456,570,35015,14.1,57007.0,4.4,98.9,17.73,3.0
2695,809,51810,8.6,67676.0,4.9,68.4,7.76,3.0
2947,118,24510,22.7,43192.0,7.5,59.2,11.1,4.0
4587,815,47145,15.2,48391.0,4.4,128.7,30.17,5.0
2608,722,44003,9.3,61923.0,7.2,87.8,17.56,3.0
62,62,9001,8.2,78892.0,7.5,53.9,4.94,1.0
4437,665,37193,18.5,42453.0,4.2,78.8,21.87,5.0
3222,393,47145,17.6,43939.0,6.5,160.4,24.64,4.0
4659,887,51740,18.5,48532.0,5.4,83.8,21.15,5.0
2906,77,19153,11.9,60436.0,3.7,89.0,8.77,4.0
819,819,2020,8.5,71237.0,6.0,75.4,10.49,1.0
3139,310,39165,5.2,81383.0,4.2,70.6,16.04,4.0
698,698,41029,15.7,40603.0,12.5,141.4,5.41,1.0
4509,737,41051,14.4,63587.0,3.6,43.2,13.0,5.0
3839,67,42085,16.1,49187.0,6.0,109.2,16.83,5.0
2746,860,2170,9.8,76601.0,7.7,78.9,10.88,3.0
3152,323,41043,15.8,47757.0,6.7,115.2,8.3,4.0
2859,30,13135,12.6,61797.0,5.2,47.1,8.04,4.0
2925,96,21211,11.5,60189.0,4.0,73.7,21.91,4.0
368,368,53009,14.3,43533.0,10.1,168.8,16.88,1.0
2365,479,22103,11.2,63441.0,5.7,119.1,21.15,3.0
3416,587,12031,14.5,51948.0,4.9,88.6,33.47,4.0
1952,66,36011,14.2,48976.0,7.4,35.0,13.84,3.0
2481,595,36085,14.5,70299.0,7.4,49.1,15.0,3.0
4229,457,22033,18.9,54494.0,4.4,81.7,4.26,5.0
4075,303,9013,7.4,75571.0,4.0,41.3,26.41,5.0
991,48,25021,6.4,81590.0,6.3,58.8,9.03,2.0
2122,236,49045,9.1,59400.0,5.4,95.0,18.1,3.0
2408,522,27037,7.3,76269.0,3.8,59.3,3.88,3.0
2432,546,33009,11.6,56353.0,3.4,87.1,14.5,3.0
4220,448,21151,17.0,50783.0,4.3,74.9,41.65,5.0
2061,175,42079,16.1,44734.0,9.4,101.5,3.44,3.0
4376,604,36063,12.4,54317.0,6.2,65.9,18.93,5.0
882,882,12019,10.9,54867.0,9.1,105.6,9.36,1.0
4045,273,6071,16.0,60270.0,4.9,46.7,2.55,5.0
4155,383,17111,6.1,86450.0,4.4,56.8,23.94,5.0
2767,881,6037,16.7,59045.0,6.6,35.3,2.79,3.0
2683,797,51087,11.0,62446.0,5.1,81.0,8.39,3.0
3384,555,6111,9.8,79470.0,5.2,54.0,5.18,4.0
1336,393,12061,16.1,42638.0,11.0,98.5,7.83,2.0
1651,708,48423,17.2,46305.0,7.0,113.8,4.66,2.0
2112,226,48303,17.8,46223.0,4.9,94.9,5.18,3.0
1419,476,21209,10.9,63063.0,6.5,97.7,20.38,2.0
465,465,12017,17.2,36174.0,13.7,115.0,10.62,1.0
4420,648,37125,10.7,62781.0,4.4,102.8,10.28,5.0
3050,221,36071,12.1,71162.0,4.7,61.8,16.95,4.0
977,34,23005,12.1,55459.0,6.3,83.5,3.9,2.0
2038,152,40135,25.0,33912.0,8.4,85.9,33.97,3.0
2766,880,6033,20.5,37993.0,7.6,137.0,27.87,3.0
2345,459,21019,23.1,40224.0,7.5,113.7,26.62,3.0
1384,441,17163,19.3,46921.0,9.5,87.4,12.27,2.0
643,643,37047,26.9,32518.0,13.4,173.6,18.93,1.0
3449,620,13047,12.9,53740.0,4.8,116.1,15.06,4.0
4058,286,6111,9.5,82436.0,4.5,47.8,9.83,5.0
890,890,12069,13.9,44965.0,10.6,91.3,5.65,1.0
1621,678,47001,18.5,41038.0,7.9,202.1,14.59,2.0
4298,526,28033,8.7,66125.0,3.8,90.7,16.22,5.0
2316,430,17111,6.9,76856.0,6.6,72.7,7.81,3.0
293,293,41043,14.9,46717.0,14.0,118.8,9.48,1.0
1430,487,24031,6.6,94365.0,5.2,42.0,1.09,2.0
1289,346,6065,17.8,52416.0,11.6,56.9,5.29,2.0
824,824,4019,20.4,44102.0,8.5,98.3,13.24,1.0
2940,111,24013,6.2,84506.0,4.2,76.8,7.76,4.0
2538,652,39077,13.4,47824.0,8.0,114.9,23.84,3.0
2881,52,17115,18.2,48302.0,7.0,102.1,10.25,4.0
3610,781,27139,5.5,91046.0,3.2,37.2,6.96,4.0
753,753,48201,18.7,50437.0,8.3,69.1,6.04,1.0
4521,749,42039,14.6,49044.0,5.5,69.1,19.73,5.0
4618,846,49011,5.4,80433.0,3.1,62.5,9.21,5.0
2068,182,42129,10.7,51412.0,7.0,84.4,4.14,3.0
1011,68,27137,17.5,44475.0,7.3,95.1,6.49,2.0
710,710,42091,5.8,75369.0,6.9,74.4,9.38,1.0
3087,258,37147,25.9,41909.0,6.1,89.4,6.82,4.0
3960,188,53035,10.1,68706.0,5.5,61.9,7.93,5.0
3242,413,48215,31.1,35441.0,7.9,29.5,1.42,4.0
28,28,6037,16.0,54375.0,11.6,41.2,2.78,1.0
787,787,53061,10.0,63391.0,10.7,97.5,11.21,1.0
1749,806,6083,16.2,60803.0,7.2,64.8,3.9,2.0
3521,692,19163,13.4,56208.0,4.5,73.3,13.34,4.0
1976,90,37019,16.1,47799.0,9.8,124.8,22.55,3.0
2466,580,36013,19.3,41757.0,6.8,81.7,10.6,3.0
2278,392,12105,18.1,42768.0,7.2,74.7,3.62,3.0
432,432,6087,14.2,60247.0,13.3,85.8,10.29,1.0
2454,568,35001,18.7,47192.0,6.2,74.7,19.98,3.0
605,605,34001,13.6,51457.0,12.3,83.4,8.38,1.0
732,732,47037,20.0,43825.0,8.2,114.4,10.21,1.0
678,678,39095,19.8,39200.0,11.5,112.2,8.15,1.0
3476,647,17037,15.8,59586.0,5.4,57.7,11.48,4.0
4623,851,49057,10.8,62937.0,3.7,75.9,13.9,5.0
228,228,36119,9.1,77057.0,7.1,41.8,4.87,1.0
1163,220,45083,19.0,40687.0,10.9,126.7,5.23,2.0
2744,858,2020,8.7,77791.0,5.0,68.2,12.39,3.0
1581,638,41019,21.3,39399.0,11.9,127.4,9.33,2.0
4203,431,21005,10.4,53113.0,4.1,78.2,44.36,5.0
1909,23,29099,11.5,55305.0,6.8,94.8,23.04,3.0
2130,244,51059,6.0,110658.0,4.4,35.9,3.18,3.0
4651,879,51195,23.3,37460.0,6.4,159.0,33.69,5.0
2961,132,26025,16.1,43864.0,5.1,125.5,26.8,4.0
973,30,21193,25.0,31623.0,10.4,320.6,41.74,2.0
839,839,6053,17.1,52746.0,12.7,70.2,7.11,1.0
2903,74,18163,17.2,43823.0,4.3,139.3,6.6,4.0
3737,908,37159,16.5,47971.0,5.6,80.8,25.01,4.0
328,328,47125,13.8,46523.0,8.9,93.3,5.92,1.0
1010,67,27123,17.7,51719.0,6.6,57.4,4.86,2.0
2396,510,26077,18.9,46283.0,5.6,84.8,11.2,3.0
2151,265,53011,12.6,57886.0,8.5,65.9,8.56,3.0
484,484,12105,17.5,41184.0,12.1,87.7,2.82,1.0
1773,830,9011,9.4,62638.0,8.1,80.6,17.87,2.0
1523,580,37019,15.8,48624.0,11.2,125.9,21.38,2.0
2573,687,41043,19.1,44358.0,8.1,127.0,15.92,3.0
3084,255,37129,17.3,52456.0,5.4,114.4,20.42,4.0
1495,552,35001,18.0,46200.0,6.8,80.1,19.3,2.0
1534,591,37071,17.8,41614.0,10.5,148.7,17.78,2.0
3354,525,6013,8.7,90920.0,4.5,40.8,4.67,4.0
1244,301,54045,21.4,34001.0,8.9,291.0,52.12,2.0
883,883,12021,16.2,51039.0,10.1,75.2,11.89,1.0
1357,414,13047,14.8,46600.0,7.5,185.9,21.52,2.0
4714,942,55131,5.3,76551.0,2.8,54.9,14.06,5.0
2118,232,48479,30.6,38652.0,6.1,31.0,7.24,3.0
4468,696,39085,8.7,60521.0,5.1,61.4,36.94,5.0
252,252,37133,15.1,41161.0,8.5,79.1,8.09,1.0
2546,660,39109,10.6,51868.0,5.4,80.5,15.4,3.0
1698,755,54055,20.0,34688.0,8.4,175.5,52.78,2.0
559,559,25005,12.8,51361.0,10.6,91.3,14.04,1.0
685,685,39151,14.6,42805.0,11.3,115.9,7.46,1.0
3259,430,50007,10.4,67112.0,2.7,50.0,12.39,4.0
1094,151,39017,13.9,53275.0,9.1,106.8,14.86,2.0
4266,494,25021,6.7,100710.0,3.4,35.6,22.28,5.0
3121,292,39087,21.0,39698.0,5.9,92.8,36.0,4.0
3974,202,54039,16.8,44956.0,5.5,111.2,46.71,5.0
1093,150,39009,35.0,33943.0,9.9,108.4,18.53,2.0
2028,142,39151,15.4,45199.0,7.6,113.3,10.65,3.0
88,88,12091,12.5,49215.0,7.2,120.3,8.28,1.0
2638,752,47093,17.7,47199.0,5.4,117.9,20.95,3.0
1847,904,20103,11.2,65424.0,6.0,57.9,12.79,2.0
625,625,36055,15.1,49564.0,8.0,63.3,5.24,1.0
3772,0,39081,16.3,43558.0,8.4,111.9,14.99,5.0
1434,491,25003,14.0,46660.0,7.3,89.8,11.54,2.0
428,428,6079,14.3,53620.0,10.1,85.2,9.27,1.0
2150,264,53009,17.5,46531.0,9.6,142.1,17.98,3.0
3940,168,51177,7.4,81065.0,4.1,66.4,21.97,5.0
3041,212,36029,15.6,52176.0,5.3,73.2,25.58,4.0
4224,452,21195,28.8,34076.0,7.8,191.4,16.98,5.0
65,65,9009,11.9,60388.0,8.6,76.2,6.63,1.0
1435,492,25005,13.1,53670.0,8.7,94.6,17.06,2.0
3605,776,27003,6.8,76497.0,3.7,52.1,7.52,4.0
1962,76,36065,17.6,44031.0,7.4,64.9,7.28,3.0
4435,663,37183,8.9,77641.0,3.9,47.5,10.82,5.0
324,324,47011,16.4,39569.0,9.5,169.4,10.17,1.0
2747,861,4003,16.9,43451.0,7.3,83.5,18.98,3.0
447,447,8069,13.6,54739.0,7.6,80.4,7.68,1.0
143,143,21019,20.9,37496.0,8.4,201.0,24.31,1.0
752,752,48167,13.0,57124.0,9.1,95.9,14.42,1.0
2675,789,49053,12.9,50169.0,4.4,96.1,9.21,3.0
1794,851,12086,21.0,41840.0,7.4,34.1,2.52,2.0
2880,51,17113,11.7,65766.0,4.8,61.1,9.82,4.0
4609,837,48303,18.9,47460.0,3.2,79.1,5.9,5.0
3722,893,37099,20.9,44004.0,5.4,91.7,23.67,4.0
237,237,37035,14.4,42100.0,14.0,131.7,13.58,1.0
2735,849,55131,5.9,69346.0,4.5,76.1,12.01,3.0
2725,839,54109,22.8,34419.0,9.5,218.2,84.08,3.0
3047,218,36063,15.5,48517.0,6.2,81.2,20.69,4.0
4541,769,42101,25.3,40193.0,6.2,55.0,2.66,5.0
2784,898,6087,15.4,64841.0,7.5,62.3,9.85,3.0
4343,571,34027,4.9,114269.0,3.6,34.8,18.81,5.0
1963,77,36067,15.3,52055.0,6.8,49.5,10.03,3.0
1072,129,37057,14.7,41631.0,11.0,93.1,14.14,2.0
1231,288,53061,11.0,63766.0,9.5,93.9,19.24,2.0
3991,219,55027,9.8,56949.0,3.6,41.6,21.57,5.0
1573,630,40027,12.4,54036.0,4.1,105.6,12.8,2.0
400,400,4015,18.7,36446.0,13.0,146.5,25.48,1.0
2778,892,6075,12.4,90527.0,3.6,35.4,10.87,3.0
139,139,20173,13.5,48071.0,8.4,110.3,5.05,1.0
3672,843,36025,17.5,45381.0,5.5,66.3,24.16,4.0
1173,230,47125,16.5,47684.0,8.5,114.3,6.79,2.0
4461,689,39057,9.8,68040.0,4.2,62.1,34.78,5.0
1592,649,42017,5.8,75378.0,7.2,82.8,3.83,2.0
2752,866,4021,15.8,50888.0,6.3,63.2,7.87,3.0
2102,216,48029,17.4,49655.0,5.8,66.3,5.28,3.0
2381,495,25009,10.7,70074.0,6.0,59.2,21.84,3.0
3928,156,51041,7.0,76260.0,3.9,67.8,18.58,5.0
3177,348,42077,12.1,56352.0,5.3,51.2,4.44,4.0
1705,762,55025,12.8,60119.0,4.9,66.9,10.92,2.0
2621,735,45063,13.8,54098.0,5.1,105.5,13.31,3.0
3765,936,39055,5.8,77938.0,4.5,54.8,24.45,4.0
1832,889,17163,18.3,48343.0,9.8,82.5,8.62,2.0
1441,498,25023,7.8,72795.0,7.0,71.7,11.21,2.0
3775,3,39091,12.2,53760.0,4.2,83.5,28.78,5.0
4232,460,22063,11.4,61297.0,4.2,93.8,10.13,5.0
593,593,29183,6.1,65281.0,8.2,89.0,10.82,1.0
2461,575,35045,21.0,47520.0,6.4,66.1,10.5,3.0
1548,605,37183,11.6,64107.0,7.1,65.1,2.84,2.0
1644,701,48157,8.9,86037.0,6.0,45.7,2.07,2.0
914,914,13059,39.2,30880.0,9.3,127.1,8.52,1.0
1772,829,9009,12.8,58672.0,8.5,77.5,13.45,2.0
2609,723,44007,18.3,47278.0,8.1,70.6,20.25,3.0
268,268,39095,18.7,40161.0,12.4,111.0,4.74,1.0
284,284,40123,17.4,36196.0,5.4,113.8,29.5,1.0
1687,744,53067,12.2,58556.0,8.4,74.4,7.74,2.0
3238,409,48141,20.3,43101.0,5.2,37.4,3.59,4.0
2306,420,15003,9.8,73985.0,4.1,38.0,3.43,3.0
1146,203,42051,19.7,36300.0,10.1,130.1,24.25,2.0
913,913,13057,9.6,65769.0,8.2,78.8,5.96,1.0
493,493,13045,19.0,45242.0,11.7,139.4,9.05,1.0
900,900,12101,15.7,40859.0,10.8,118.3,11.58,1.0
1546,603,37159,19.2,40400.0,10.9,103.4,17.37,2.0
4094,322,12069,12.6,51429.0,4.2,74.1,13.58,5.0
4401,629,37047,23.1,37639.0,5.4,139.8,21.45,5.0
3146,317,40143,15.9,51366.0,4.1,135.8,11.89,4.0
1781,838,12009,15.0,46677.0,8.3,98.6,3.81,2.0
2728,842,55055,10.6,56365.0,5.0,73.2,11.85,3.0
2442,556,34013,16.7,54603.0,8.0,43.0,8.04,3.0
2129,243,51047,10.1,63876.0,5.4,84.0,24.74,3.0
2862,33,13157,13.0,56102.0,4.8,109.3,23.67,4.0
420,420,6059,12.2,70727.0,9.7,51.8,6.78,1.0
2589,703,42049,16.4,45476.0,6.2,93.2,8.62,3.0
374,374,53035,8.4,60673.0,7.8,80.9,8.84,1.0
3675,846,36037,11.4,54211.0,4.6,54.9,23.94,4.0
2779,893,6077,17.5,53341.0,8.9,59.2,6.34,3.0
3190,361,44009,9.9,71951.0,5.6,66.5,15.02,4.0
3144,315,40101,21.1,40340.0,5.1,128.1,27.26,4.0
2158,272,53063,17.0,47577.0,8.2,93.0,6.05,3.0
3945,173,51650,16.4,50294.0,5.8,76.8,18.46,5.0
298,298,42007,11.5,44557.0,8.1,88.7,7.04,1.0
397,397,2020,9.6,70524.0,6.6,75.1,8.57,1.0
3515,686,18167,17.8,43560.0,5.4,103.8,9.27,4.0
3502,673,18053,20.3,40177.0,4.9,104.2,16.43,4.0
3068,239,37035,15.1,41745.0,5.5,133.5,11.61,4.0
4444,672,39015,16.9,48207.0,5.7,76.6,50.49,5.0
4360,588,36007,17.5,47910.0,5.6,63.2,25.82,5.0
952,9,18163,15.5,43570.0,8.0,165.0,21.08,2.0
1413,470,21095,29.5,27137.0,14.1,171.7,38.54,2.0
3176,347,42075,11.6,52829.0,4.5,63.4,9.48,4.0
3543,714,22033,19.9,50451.0,5.1,92.1,5.37,4.0
3686,857,36071,12.6,71963.0,4.3,58.6,18.2,4.0
3977,205,54053,17.9,42187.0,7.1,81.5,55.92,5.0
209,209,35001,15.6,45550.0,7.5,84.0,11.14,1.0
2533,647,39055,7.8,72264.0,5.0,61.2,11.67,3.0
2480,594,36081,15.4,56866.0,6.4,25.6,4.74,3.0
2567,681,40131,10.0,56465.0,4.2,120.9,13.36,3.0
3081,252,37119,14.3,57029.0,5.4,59.7,7.16,4.0
3907,135,48201,16.6,56415.0,5.3,46.2,5.62,5.0
2843,14,12115,9.7,55882.0,5.1,80.3,19.97,4.0
2339,453,19163,12.2,54959.0,5.2,83.2,6.42,3.0
1069,126,37035,14.5,44339.0,11.7,139.2,15.57,2.0
2175,289,54099,20.0,38676.0,6.9,78.6,36.2,3.0
3130,301,39133,13.6,53609.0,4.9,65.2,17.25,4.0
4608,836,48251,10.4,61813.0,3.8,85.2,7.17,5.0
943,0,17201,19.1,44353.0,11.9,110.4,7.14,2.0
1839,896,18095,19.6,41117.0,9.3,144.8,9.96,2.0
949,6,18127,10.8,62178.0,8.2,100.7,9.06,2.0
330,330,47149,12.4,53983.0,9.7,110.0,4.25,1.0
1949,63,36001,13.7,55778.0,6.1,54.6,4.24,3.0
1454,511,26147,15.9,44994.0,11.8,109.0,6.85,2.0
44,44,6087,13.9,60816.0,11.1,87.5,10.77,1.0
4243,471,23031,7.8,66025.0,3.0,52.9,37.22,5.0
4175,403,18063,5.1,75647.0,2.9,65.0,6.11,5.0
217,217,36055,13.4,50283.0,7.8,60.1,4.84,1.0
1287,344,6053,18.1,56038.0,11.6,68.7,5.62,2.0
2846,17,13015,13.6,50900.0,5.9,104.6,13.63,4.0
3710,881,37051,18.8,45286.0,6.4,86.0,15.59,4.0
4442,670,39007,19.3,45157.0,5.9,58.7,16.36,5.0
3516,687,18177,17.0,42983.0,4.8,101.5,45.07,4.0
1397,454,18163,15.3,41784.0,7.7,183.3,15.48,2.0
1097,154,39035,18.8,41609.0,7.6,80.1,14.41,2.0
2435,549,33015,6.1,79653.0,4.6,76.0,19.63,3.0
1095,152,39023,19.1,41704.0,9.5,123.5,24.69,2.0
2734,848,55127,13.7,52852.0,5.5,72.4,13.52,3.0
4263,491,25013,17.1,51850.0,5.1,57.7,23.2,5.0
3812,40,41051,14.2,62292.0,4.2,51.3,9.75,5.0
3174,345,42071,10.6,59231.0,4.1,60.6,5.96,4.0
305,305,42069,14.4,43715.0,8.2,120.2,12.14,1.0
1921,35,33011,9.3,67162.0,5.4,72.0,11.88,3.0
391,391,55133,4.9,72982.0,7.5,73.5,5.66,1.0
82,82,12069,12.6,42479.0,11.1,96.7,6.09,1.0
421,421,6061,9.1,68330.0,11.6,73.6,2.87,1.0
1121,178,40027,13.3,51900.0,4.5,118.1,8.42,2.0
2372,486,24005,9.8,67766.0,6.1,83.1,3.99,3.0
2342,456,20173,14.7,51175.0,5.4,109.2,6.09,3.0
111,111,13223,7.2,63663.0,10.1,82.1,9.24,1.0
1193,250,48439,16.8,52882.0,7.6,81.6,3.35,2.0
4170,398,18039,10.8,58781.0,2.5,61.8,10.24,5.0
1137,194,41051,19.4,46989.0,8.3,78.8,14.71,2.0
4302,530,28109,17.2,47757.0,5.3,113.5,25.33,5.0
3246,417,48339,10.1,72428.0,4.2,66.5,6.14,4.0
419,419,6053,17.1,53735.0,12.7,69.8,4.58,1.0
1758,815,8001,13.2,54876.0,8.1,60.3,10.66,2.0
1584,641,41043,17.6,43837.0,10.7,134.4,10.14,2.0
4501,729,40143,14.4,52579.0,4.3,113.2,12.22,5.0
25,25,6023,19.0,35985.0,10.7,142.3,18.69,1.0
2641,755,47125,13.9,50935.0,6.7,95.8,12.11,3.0
1707,764,55079,22.5,42434.0,8.6,97.9,13.61,2.0
4362,590,36013,17.7,45840.0,6.0,61.6,23.25,5.0
3818,46,42011,13.1,59205.0,5.0,59.2,17.84,5.0
346,346,48453,16.0,53434.0,6.7,72.2,6.36,1.0
2653,767,48113,19.3,50118.0,5.4,59.8,6.55,3.0
2426,540,31055,14.0,52842.0,3.6,72.3,4.97,3.0
2676,790,49057,12.3,59293.0,4.4,90.7,15.39,3.0
3873,101,47001,14.4,46731.0,4.8,147.4,31.61,5.0
2809,923,9013,7.1,81616.0,5.0,52.3,14.53,3.0
1719,776,4003,18.8,45294.0,9.2,83.3,7.72,2.0
4178,406,18075,14.3,46740.0,3.5,79.1,52.52,5.0
4528,756,42061,14.9,49655.0,6.0,49.9,26.38,5.0
3365,536,6059,11.1,81642.0,4.0,42.1,8.73,4.0
2022,136,39103,6.6,66720.0,5.8,82.9,8.0,3.0
1064,121,37019,18.1,42685.0,12.2,119.1,20.89,2.0
229,229,37001,15.2,43103.0,11.7,91.7,10.67,1.0
3777,5,39095,19.8,45251.0,5.2,98.0,28.67,5.0
751,751,48157,9.0,76758.0,7.6,47.6,3.76,1.0
4055,283,6097,9.3,79511.0,3.4,46.0,5.95,5.0
4504,732,41017,9.7,65506.0,4.2,74.7,6.42,5.0
797,797,54039,14.8,43110.0,7.4,168.4,17.61,1.0
4248,476,24015,9.7,72259.0,4.9,64.1,16.55,5.0
2210,324,6037,18.7,55686.0,8.3,39.8,2.88,3.0
3904,132,48141,22.7,42048.0,4.9,37.5,6.09,5.0
3590,761,26055,10.0,57367.0,4.3,103.0,11.95,4.0
3373,544,6079,11.0,69517.0,4.3,71.6,7.42,4.0
4105,333,12097,14.0,49284.0,4.3,46.3,15.62,5.0
4459,687,39053,19.0,43149.0,6.6,68.7,60.05,5.0
2168,282,54039,15.3,45858.0,5.9,156.1,25.62,3.0
4500,728,40109,15.9,51389.0,4.0,96.5,8.38,5.0
2523,637,39015,15.0,46484.0,7.5,102.4,22.67,3.0
2141,255,51550,9.6,66516.0,5.9,77.9,10.84,3.0
4222,450,21173,17.7,43890.0,6.7,130.7,39.39,5.0
3973,201,54037,10.1,71315.0,3.4,88.4,51.45,5.0
3150,321,41029,19.3,44855.0,6.8,114.4,8.94,4.0
2472,586,36059,6.7,98312.0,4.8,44.6,10.45,3.0
262,262,39035,18.9,40254.0,8.7,76.1,7.0,1.0
2969,140,26091,14.3,49013.0,5.0,93.1,16.23,4.0
3594,765,26081,12.1,59649.0,3.5,75.5,9.65,4.0
2987,158,28033,10.0,60610.0,4.8,104.4,16.73,4.0
4581,809,47093,13.9,55299.0,3.2,84.7,41.57,5.0
1731,788,6025,22.7,40106.0,25.0,59.1,6.23,2.0
4122,350,13067,9.5,75485.0,4.1,54.4,15.75,5.0
2887,58,17197,8.0,76293.0,6.2,55.5,11.06,4.0
1580,637,41005,9.3,64231.0,8.0,91.5,7.29,2.0
462,462,12005,15.1,44364.0,10.5,121.5,11.25,1.0
4228,456,22017,25.8,37636.0,5.8,105.6,4.46,5.0
1301,358,6097,12.1,59855.0,8.9,72.3,5.08,2.0
1737,794,6047,24.8,41003.0,14.5,75.0,6.46,2.0
450,450,9001,9.3,74634.0,8.4,54.0,3.38,1.0
1116,173,39155,16.5,40913.0,10.7,113.6,18.16,2.0
4238,466,23005,8.1,70661.0,2.6,44.3,27.35,5.0
1349,406,12109,9.5,62112.0,6.5,69.1,5.94,2.0
196,196,29189,9.6,56939.0,9.0,80.1,9.11,1.0
3711,882,37057,15.4,46263.0,4.8,80.4,20.01,4.0
3848,76,42125,9.7,58068.0,6.1,72.2,48.56,5.0
4592,820,47163,15.7,45224.0,4.1,145.0,18.45,5.0
4398,626,37027,16.3,44798.0,4.4,119.1,15.86,5.0
3645,816,34009,11.9,59181.0,9.8,88.2,21.18,4.0
4119,347,13051,16.3,54667.0,4.5,77.6,9.64,5.0
2493,607,37027,18.8,38653.0,7.3,148.9,12.27,3.0
3475,646,17031,15.0,60025.0,6.0,41.3,18.35,4.0
